model,n,k,log_likelihood,AIC,AICc,BIC,pseudo_r2_fareri,pseudo_r2_mcfadden,converged,n_starts,n_converged,n_near_best,boundary_parameters,optimizer_message,participant_id,heldout_n,heldout_log_loss,heldout_accuracy,heldout_brier,split,kappa,alpha,theta,theta_stranger,alpha_negative,phi
M4,42,3,-21.051968232730772,48.103936465461544,48.73551541282996,53.316945320311646,0.17381773111953405,0.2768673768973171,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10831,42,0.810890591055063,0.5238095238095238,0.2844031987462291,run_1_to_2,1.2903407104103641,0.027886311684241535,0.9653291642772139,,,
M0,42,0,-29.112181583517703,58.224363167035406,58.224363167035406,58.224363167035406,0.0,0.0,True,1,1,1,,exact,sub-10834,42,0.6931471805599452,1.0,0.25,run_1_to_2,,,,,,
M1,42,1,-29.11240158434269,60.22480316868538,60.324803168685385,61.96247278696875,-0.034357438928289664,-7.557002361879839e-06,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10834,42,0.6931528948653024,0.0,0.25000285715267845,run_1_to_2,1e-05,,,,,
M2,42,2,-29.112380487876163,62.224760975752325,62.53245328344463,65.70010021231906,-0.06870659619308303,-6.832341227669403e-06,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10834,42,0.6931534755372157,0.30952380952380953,0.2500031474886346,run_1_to_2,1e-05,0.5095038786040589,,,,
M5,42,3,-25.855107535833735,57.71021507166747,58.34179401903589,62.92322392651758,0.008830463184164613,0.11188010896194767,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10834,42,0.6089623980411515,0.3333333333333333,0.22121947083855184,run_1_to_2,0.1640671713580552,0.17500906198177732,5.0,,,
M6,42,3,-18.323796656706627,42.64759331341325,43.27917226078167,47.860602168263355,0.26753010262963556,0.3705797484074186,True,100,100,97,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10834,42,0.3779052363734098,0.6666666666666666,0.13019840420235806,run_1_to_2,0.27840981439134577,0.17545179079326986,5.0,,,
M7,42,4,-18.323796656706627,44.64759331341325,45.728674394494334,51.598271786546725,0.23318022070370784,0.3705797484074186,True,100,100,100,theta;theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10834,42,0.3779052360972985,0.6666666666666666,0.1301984040778073,run_1_to_2,0.2784098139740781,0.1754517884324038,5.0,5.0,,
M8,42,3,-16.848514708388397,39.69702941677679,40.32860836414521,44.9100382716269,0.31820586336181933,0.4212555091396024,True,100,100,23,alpha_negative,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10834,42,0.15070034503778787,1.0,0.027533120728231733,run_1_to_2,0.9583936048890798,0.7092996975802087,,,0.0,
M3,42,3,-9.143118500989543,24.286237001979085,24.917815949347506,29.49924585682919,0.5828853132784609,0.6859349590562441,True,100,100,99,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10834,42,0.07856759856578968,1.0,0.010925649034789488,run_1_to_2,1.4608198446890557,0.0,,,,2.03410795718404
M4,42,3,-8.99935162567987,23.99870325135974,24.63028219872816,29.211712106209845,0.5878236884702078,0.6908733342479909,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10834,42,0.11759340081670125,0.9761904761904762,0.024219006074433322,run_1_to_2,0.9692868708072087,0.15403768301598011,2.839630522080611,,,
M0,26,0,-18.021826694558577,36.04365338911715,36.04365338911715,36.04365338911715,0.0,0.0,True,1,1,1,,exact,sub-10836,15,0.6931471805599453,0.6,0.25,chronological_65_percent,,,,,,
M1,26,1,-17.948617845311855,37.89723569062371,38.063902357290374,39.15533222864519,-0.05142603835121269,0.004062232452208936,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10836,15,0.7114223538959837,0.4,0.25910464745590367,chronological_65_percent,0.1173097947111494,,,,,
M2,26,2,-16.808426464924224,37.61685292984845,38.13859206028323,40.133046005891416,-0.04364706107195836,0.06732948053488497,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10836,15,0.7991343474306182,0.6,0.2873144302817343,chronological_65_percent,0.46090373526692124,0.3635144173617523,,,,
M5,26,3,-15.675126851754518,37.35025370350904,38.44116279441813,41.12454331757348,-0.036250496038406445,0.13021431637185865,True,100,100,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10836,15,0.916891982129097,0.7333333333333333,0.29923053416277406,chronological_65_percent,1.231230342994332,0.19663282583500388,0.449557207366994,,,
M6,26,3,-16.80685572504006,39.61371145008012,40.70462054098921,43.38800106414456,-0.0990481742353257,0.06741663817493926,True,100,100,94,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10836,15,0.7939809822692074,0.6,0.28570973328859145,chronological_65_percent,0.4817408105646698,0.34157926291504226,0.0320106683295397,,,
M7,26,4,-15.675126851754518,39.35025370350904,41.255015608270945,44.38263985559497,-0.09173876684182812,0.13021431637185865,True,100,100,92,theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10836,15,0.9168919842808492,0.7333333333333333,0.2992305343026575,chronological_65_percent,1.231230346265256,0.19663282730835863,0.4495572041122662,0.0,,
M8,26,3,-16.789531515192998,39.579063030385996,40.66997212129509,43.35335264445044,-0.0980868837878767,0.06837792862238834,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10836,15,0.772677026162554,0.6,0.2792523439929789,chronological_65_percent,0.5483840083870661,0.3352039120686181,,,0.2774071655021951,
M0,38,0,-26.33959286127792,52.67918572255584,52.67918572255584,52.67918572255584,0.0,0.0,True,1,1,1,,exact,sub-10838,37,0.6931471805599451,0.5135135135135135,0.25,run_1_to_2,,,,,,
M1,38,1,-26.33959786198416,54.67919572396832,54.790306835079434,56.3167818836947,-0.037965848825869855,-1.8985510763513957e-07,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10838,37,0.6931470454444048,0.4864864864864865,0.24999993244222968,run_1_to_2,1e-05,,,,,
M2,38,2,-26.339596453673636,56.67919290734727,57.02205005020441,59.95436522680004,-0.07593145432919496,-1.3638767049073408e-07,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10838,37,0.6931467400368436,0.4864864864864865,0.24999977973844917,run_1_to_2,1e-05,0.04983825741634006,,,,
M5,38,3,-26.33959645367376,58.67919290734752,59.385075260288694,63.591951386526674,-0.11389711329996188,-1.363876753757154e-07,True,100,100,100,kappa;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10838,37,0.6931467400686732,0.4864864864864865,0.24999977975436388,run_1_to_2,1e-05,0.049832250508379985,0.0,,,
M6,38,3,-26.339596453673753,58.679192907347506,59.38507526028868,63.59195138652666,-0.1138971132999616,-1.3638767493162618e-07,True,100,100,94,kappa;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10838,37,0.6931467400675104,0.4864864864864865,0.24999977975378257,run_1_to_2,1e-05,0.049832469937064104,0.0,,,
M7,38,4,-26.33959645367379,60.67919290734758,61.89131411946879,67.22953754625311,-0.15186277227072514,-1.363876762638938e-07,True,100,100,90,kappa;theta;theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10838,37,0.6931467400724153,0.4864864864864865,0.249999779756235,run_1_to_2,1e-05,0.049831544268900206,0.0,0.0,,
M8,38,3,-26.329147070628846,58.65829414125769,59.364176494198865,63.571052620436845,-0.1135003955868238,0.0003965813254628303,True,100,100,32,alpha;alpha_negative,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10838,37,0.6940540535198393,0.5135135135135135,0.250452865690856,run_1_to_2,0.02089513712875027,1.0,,,8.548667361429647e-16,
M3,38,3,-26.11362512275805,58.2272502455161,58.93313259845728,63.140008724695264,-0.10531796281324683,0.008579014099039717,True,100,100,83,alpha;phi,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10838,37,0.6913959543044795,0.5135135135135135,0.24912327380178778,run_1_to_2,0.06490691544092841,0.0,,,,5.0
M4,38,3,-26.339596453673778,58.679192907347556,59.38507526028873,63.591951386526716,-0.11389711329996255,-1.363876760418492e-07,True,100,100,100,kappa;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10838,37,0.6931467400709541,0.4864864864864865,0.24999977975550444,run_1_to_2,1e-05,0.04983182001850047,0.0,,,
M0,42,0,-29.112181583517703,58.224363167035406,58.224363167035406,58.224363167035406,0.0,0.0,True,1,1,1,,exact,sub-10843,42,0.6931471805599452,0.3333333333333333,0.25,run_1_to_2,,,,,,
M1,42,1,-28.624244192376132,59.248488384752264,59.348488384752265,60.986158003035634,-0.01758929015296953,0.01676059177295819,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10843,42,0.6522994589373609,0.6666666666666666,0.22972598740197792,run_1_to_2,0.24553338340139955,,,,,
M2,42,2,-27.584194734720846,59.16838946944169,59.476081777134,62.64372870600843,-0.016213596011313017,0.052486167840542386,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10843,42,0.6269875109211874,0.6428571428571429,0.2170816536044168,run_1_to_2,0.42656226689514337,0.22417604900108223,,,,
M5,42,3,-27.464586139138625,60.92917227827725,61.56075122564567,66.14218113312735,-0.04645493680166538,0.056594708976117736,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10843,42,0.6305341994435266,0.6428571428571429,0.21904827380924385,run_1_to_2,0.4919036146067323,0.1992161817340212,0.21451689537055954,,,
M6,42,3,-27.059192886765572,60.118385773531145,60.74996472089956,65.33139462838125,-0.032529726449083224,0.07051991932869983,True,100,100,97,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10843,42,0.6358029530527235,0.5952380952380952,0.22204897393846915,run_1_to_2,0.7354990070624434,0.12624412177156127,0.2980265096490459,,,
M7,42,4,-27.05418336372395,62.1083667274479,63.18944780852898,69.05904520058138,-0.066707531850026,0.0706919958536848,True,100,100,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10843,42,0.6359969518279965,0.5952380952380952,0.22205650620212555,run_1_to_2,0.7313154190745591,0.12651475967335887,0.2777317896558415,0.31629300043798686,,
M8,42,3,-27.481503377885268,60.963006755770536,61.594585703138954,66.17601561062064,-0.047036041955125306,0.05601360382265774,True,100,100,96,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10843,42,0.6296324020395767,0.6904761904761905,0.21846192888216706,run_1_to_2,0.6368446294310282,0.2193290995356464,,,0.16127994679196372,
M3,42,3,-27.125804623480843,60.251609246961685,60.8831881943301,65.4646181018118,-0.03481783174013373,0.06823181403764933,True,100,100,22,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10843,42,0.6406618183652856,0.6666666666666666,0.21853484052037508,run_1_to_2,0.8540876902070124,0.1266074815492503,,,,0.7860180441879129
M4,42,3,-26.986314282299826,59.97262856459965,60.60420751196807,65.18563741944976,-0.030026354990758456,0.07302329078702463,True,100,100,92,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10843,42,0.6458436235854397,0.6190476190476191,0.22349895845247122,run_1_to_2,1.6881625099236222,0.0679876694089195,0.3960814822913865,,,
M0,42,0,-29.112181583517703,58.224363167035406,58.224363167035406,58.224363167035406,0.0,0.0,True,1,1,1,,exact,sub-10850,42,0.6931471805599452,0.8809523809523809,0.25,run_1_to_2,,,,,,
M1,42,1,-29.112346584342692,60.224693168685384,60.324693168685386,61.962362786968754,-0.03435554968478375,-5.667758856020555e-06,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10850,42,0.693151704389112,0.11904761904761904,0.2500022619145833,run_1_to_2,1e-05,,,,,
M2,42,2,-29.112346584342692,62.224693168685384,62.53238547637769,65.70003240525212,-0.06870543161071145,-5.667758856020555e-06,True,100,100,100,alpha;kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10850,42,0.693151704389112,0.11904761904761904,0.2500022619145833,run_1_to_2,1e-05,0.0,,,,
M5,42,3,-26.227346400503265,58.45469280100653,59.08627174837495,63.66770165585663,-0.003955897865475125,0.09909374791230796,True,100,100,99,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10850,42,0.6325048339428959,0.40476190476190477,0.22404446696224453,run_1_to_2,0.13514265003934084,0.0,5.0,,,
M6,42,3,-24.296561595706393,54.593123191412786,55.224702138781204,59.80613204626289,0.062366332203672784,0.1654159779814559,True,100,99,98,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10850,42,0.4846159274171628,0.6904761904761905,0.1570899030406682,run_1_to_2,0.12131361982109444,0.0,5.0,,,
M7,42,4,-24.032940432395254,56.06588086479051,57.14696194587159,63.01655933792398,0.037071806110658426,0.1744713338143692,True,100,100,100,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10850,42,0.4994623747604729,0.6904761904761905,0.1621545424436444,run_1_to_2,0.15948599508865385,0.0,5.0,3.0940788233536676,,
M8,42,3,-21.7698252631221,49.5396505262442,50.17122947361262,54.752659381094304,0.1491594268858948,0.25220907266367787,True,100,100,23,alpha_negative,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10850,42,0.3824549811697627,0.8809523809523809,0.11266951557878768,run_1_to_2,0.745187790268446,0.5624539429819031,,,0.0,
M3,42,3,-26.75139482561454,59.50278965122908,60.1343685985975,64.71579850607918,-0.021956899391515777,0.08109274638626729,True,100,100,100,alpha;phi,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10850,42,0.5745732286829438,0.6904761904761905,0.1945830801169956,run_1_to_2,0.3274149034758282,0.0,,,,5.0
M4,42,3,-22.844861987826462,51.689723975652925,52.32130292302134,56.90273283050303,0.11223204232626395,0.21528168810404702,True,100,100,100,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10850,42,0.475797970151429,0.8809523809523809,0.14890531086762648,run_1_to_2,0.27250926109204426,0.0,5.0,,,
M0,42,0,-29.112181583517703,58.224363167035406,58.224363167035406,58.224363167035406,0.0,0.0,True,1,1,1,,exact,sub-10854,42,0.6931471805599452,0.6190476190476191,0.25,run_1_to_2,,,,,,
M1,42,1,-29.1121865843427,60.2243731686854,60.324373168685405,61.96204278696877,-0.034350053703675935,-1.7177774824794767e-07,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10854,42,0.6931478948653025,0.38095238095238093,0.25000035715267854,run_1_to_2,1e-05,,,,,
M2,42,2,-28.82265388240265,61.6453077648053,61.95300007249761,65.12064700137203,-0.05875452150426808,0.009945242347587313,True,100,100,94,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10854,42,0.7227316568078185,0.42857142857142855,0.26460664765055714,run_1_to_2,0.05821884978498476,1.0,,,,
M5,42,3,-22.581471866914956,51.16294373382991,51.79452268119833,56.37595258868002,0.12127946188003,0.2243291076578131,True,100,100,92,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10854,42,0.6589876935510246,0.6190476190476191,0.22182958755069537,run_1_to_2,0.546575807036371,0.0392080655594864,2.3567115925365503,,,
M6,42,3,-27.633525171887722,61.267050343775445,61.89862929114386,66.48005919862555,-0.05225797262927732,0.050791673148505745,True,100,100,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10854,42,0.7778889620711558,0.5238095238095238,0.2788251354899498,run_1_to_2,0.1261111850686057,0.5685249675743692,2.526876461379245,,,
M7,42,4,-22.581471866914956,53.16294373382991,54.24402481491099,60.113622206963385,0.0869295799541023,0.2243291076578131,True,100,100,72,theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10854,42,0.6589876923201352,0.6190476190476191,0.22182958759699709,run_1_to_2,0.5465758058089049,0.03920806494244836,2.356711565527358,0.0,,
M8,42,3,-28.81585508415974,63.63171016831948,64.2632891156879,68.84471902316959,-0.09287086551331357,0.0101787802644695,True,100,100,45,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10854,42,0.7201878985981798,0.42857142857142855,0.26337812095687135,run_1_to_2,0.07050235387272066,1.0,,,0.7655253486778956,
M3,42,3,-25.83367083908076,57.66734167816152,58.29892062552994,62.88035053301162,0.009566811186511218,0.11261645696429434,True,100,100,22,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10854,42,0.6897034052994454,0.6190476190476191,0.2439162309681171,run_1_to_2,0.3569334334943449,0.011254480044545292,,,,1.000001562922774
M4,42,3,-24.375340683271183,54.750681366542366,55.382260313910784,59.96369022139247,0.05966027984758993,0.162709925625373,True,100,100,98,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10854,42,0.7199325061568999,0.5952380952380952,0.25305913080745623,run_1_to_2,1.2003727183944992,0.06206034248204334,1.1725795647666473,,,
M0,42,0,-29.112181583517703,58.224363167035406,58.224363167035406,58.224363167035406,0.0,0.0,True,1,1,1,,exact,sub-10857,42,0.6931471805599452,0.5476190476190477,0.25,run_1_to_2,,,,,,
M1,42,1,-28.99077827897245,59.9815565579449,60.0815565579449,61.71922617622827,-0.030179692749380788,0.004170189176546879,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10857,42,0.6917041864436405,0.4523809523809524,0.24929361676293751,run_1_to_2,0.12159510332088198,,,,,
M2,42,2,-28.846399487539692,61.692798975079384,62.00049128277169,65.16813821164612,-0.05957018023698514,0.009129583614870262,True,100,100,97,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10857,42,0.6718004360550802,0.5,0.23948729641495115,run_1_to_2,0.15249626523559276,0.15306225218232586,,,,
M5,42,3,-13.826692502589989,33.65338500517998,34.284963952548395,38.86639386003009,0.42200509933214103,0.5250547451099241,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10857,42,0.3438609164938026,0.7857142857142857,0.11694413942023785,run_1_to_2,1.1648795032104917,0.11022579271134525,5.0,,,
M6,42,3,-23.500257005863865,53.00051401172773,53.63209295909615,58.21352286657783,0.0897193008418379,0.19276894661962096,True,100,100,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10857,42,0.5418617363671414,0.6904761904761905,0.1878854957056517,run_1_to_2,1.6244891055685675,0.04970356039722326,0.6804279237709965,,,
M7,42,4,-13.318742847869736,34.63748569573947,35.71856677682055,41.58816416887294,0.40510322807016974,0.5425027557738805,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10857,42,0.3517495010931705,0.7857142857142857,0.12314115500915623,run_1_to_2,1.5985696821349393,0.07029472506590258,5.0,0.26934689135876655,,
M8,42,3,-26.632681757753563,59.265363515507126,59.89694246287554,64.47837237035723,-0.017879119527426577,0.08517052625035648,True,100,100,55,alpha_negative,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10857,42,0.8192557535857087,0.5476190476190477,0.2972721998324871,run_1_to_2,0.9814078663809557,0.1149725414661855,,,0.0,
M3,42,3,-21.176496851186307,48.352993702372615,48.98457264974103,53.56600255722272,0.1695401877791875,0.27258983355697064,True,100,100,45,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10857,42,0.46884531128415396,0.7857142857142857,0.15380563652802012,run_1_to_2,1.2525045995847925,0.0,,,,1.0618731400917607
M4,42,3,-21.176496851186304,48.35299370237261,48.984572649741025,53.56600255722272,0.16954018777918764,0.27258983355697075,True,100,100,97,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10857,42,0.46884531115884975,0.7857142857142857,0.15380563652699247,run_1_to_2,5.010018407880772,0.0,0.7964048555547669,,,
M0,41,0,-28.419034402957756,56.83806880591551,56.83806880591551,56.83806880591551,0.0,0.0,True,1,1,1,,exact,sub-10858,42,0.6931471805599452,0.6666666666666666,0.25,run_1_to_2,,,,,,
M1,41,1,-28.41910940377025,58.8382188075405,58.9407829101046,60.55179087424481,-0.03519032302900515,-2.6391048841833964e-06,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10858,42,0.693149204389112,0.3333333333333333,0.25000101191458335,run_1_to_2,1e-05,,,,,
