model,n,k,log_likelihood,AIC,AICc,BIC,pseudo_r2_fareri,pseudo_r2_mcfadden,converged,n_starts,n_converged,n_near_best,boundary_parameters,optimizer_message,participant_id,heldout_n,heldout_log_loss,heldout_accuracy,heldout_brier,split,kappa,alpha,theta,theta_stranger,alpha_negative,phi
M5,27,3,-17.875059878373715,41.75011975674743,42.79359801761699,45.63763035476042,-0.11542019869592318,0.04487925029173945,True,100,100,93,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10803,15,0.9188539107263282,0.3333333333333333,0.3315585745545508,chronological_65_percent,0.11769028489492618,0.5908038655371796,5.0,,,
M6,27,3,-14.515543626328038,35.03108725265608,36.07456551352564,38.91859785066906,0.06408933599341658,0.22438878498107928,True,100,100,96,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10803,15,1.7624702504506624,0.3333333333333333,0.4944087641861842,chronological_65_percent,0.19388504492617648,0.40177979326818847,5.0,,,
M7,27,4,-14.510019219670271,37.02003843934054,38.83822025752236,42.203385903357855,0.01095137277860382,0.22468397142882057,True,100,100,89,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10803,15,1.7833203308555037,0.3333333333333333,0.49812607315360985,chronological_65_percent,0.20591265074003537,0.4049213862997387,5.0,4.5906818933079485,,
M8,27,3,-17.34285195350582,40.68570390701164,41.729182167881206,44.57321450502463,-0.0869826529948596,0.07331679599280294,True,100,100,30,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10803,15,0.9150152738987409,0.4,0.34982598543587495,chronological_65_percent,0.34165693809179304,0.9677483432036107,,,0.02922169518028138,
M0,42,0,-29.112181583517703,58.224363167035406,58.224363167035406,58.224363167035406,0.0,0.0,True,1,1,1,,exact,sub-10804,39,0.693147180559945,0.6923076923076923,0.25,run_1_to_2,,,,,,
M1,42,1,-29.112331584342694,60.22466316868539,60.32466316868539,61.96233278696876,-0.034355034436554945,-5.1525106272709564e-06,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10804,39,0.6931498728876695,0.3076923076923077,0.25000134616386216,run_1_to_2,1e-05,,,,,
M2,42,2,-29.11220174729135,62.2244034945827,62.53209580227501,65.69974273114944,-0.0687004564750994,-6.926232440918056e-07,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10804,39,0.6931527530983773,0.358974358974359,0.2500027862692153,run_1_to_2,1e-05,0.6892783986052964,,,,
M5,42,3,-21.82570112710243,49.65140225420486,50.28298120157328,54.86441110905497,0.1472400975556613,0.25028974333344445,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10804,39,0.7238008342943429,0.5384615384615384,0.26460094507675413,run_1_to_2,0.29663897334760836,0.29218951984204383,5.0,,,
M6,42,3,-16.123099586778533,38.246199173557066,38.877778120925484,43.459208028407176,0.34312378713640057,0.44617343291418365,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10804,39,0.8267168326531336,0.6153846153846154,0.266449371842517,run_1_to_2,0.3923228833193537,0.26499687010801287,4.060566378245483,,,
M7,42,4,-15.075907517908643,38.151815035817286,39.23289611689837,45.10249350895076,0.34474482912992155,0.4821443568336323,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10804,39,0.8320661179011688,0.6153846153846154,0.272665881678267,run_1_to_2,0.5429455499196766,0.21710998728984499,5.0,2.337223671045315,,
M8,42,3,-19.812817657032507,45.625635314065015,46.25721426143343,50.838644168915124,0.21638240708321477,0.31943205286099785,True,100,100,25,alpha_negative,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10804,39,0.6841314975281805,0.6923076923076923,0.233821158682134,run_1_to_2,0.8136273136900187,0.7487523510750569,,,0.0,
M3,42,3,-21.547701186850862,49.095402373701724,49.72698132107014,54.30841122855183,0.15678936267871763,0.25983900845650076,True,100,100,70,alpha;phi,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10804,39,0.6167243456519882,0.6923076923076923,0.21508481857624057,run_1_to_2,0.5667863854921852,0.0,,,,5.0
M4,42,3,-20.07784642388955,46.1556928477791,46.78727179514752,51.36870170262921,0.20727870023470113,0.31032834601248427,True,100,100,96,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10804,39,0.7457977362433913,0.6410256410256411,0.25094523477642783,run_1_to_2,0.5490096258829614,0.21461961407403726,5.0,,,
M0,41,0,-28.419034402957756,56.83806880591551,56.83806880591551,56.83806880591551,0.0,0.0,True,1,1,1,,exact,sub-10806,41,0.6931471805599453,0.3902439024390244,0.25,run_1_to_2,,,,,,
M1,41,1,-28.419034403732756,58.83806880746551,58.94063291002961,60.55164087416982,-0.035187683951391505,-2.727040815386772e-11,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10806,41,0.6931454732617746,0.6097560975609756,0.24999914635091466,run_1_to_2,1e-05,,,,,
M2,41,2,-28.416361125243277,60.832722250486555,61.14851172417077,64.25986638389517,-0.07028130139698364,9.406645125842328e-05,True,100,100,66,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10806,41,0.6881265710645448,0.6097560975609756,0.2474901536146255,run_1_to_2,0.020760738310657,0.1168838187343257,,,,
M5,41,3,-16.860575166008864,39.72115033201773,40.369798980666374,44.86186653213065,0.30115235850723193,0.4067154102795951,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10806,41,1.12745061359336,0.7317073170731707,0.21031022844577832,run_1_to_2,0.8939371678322898,0.06305388595755046,5.0,,,
M6,41,3,-15.275574323602239,36.55114864720448,37.199797295853124,41.691864847317404,0.3569248671693019,0.4624879189416651,True,100,100,100,alpha;kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10806,41,0.786546072532468,0.6829268292682927,0.220983861152997,run_1_to_2,20.0,0.0,0.5232427155007632,,,
M7,41,4,-9.481604842973816,26.963209685947632,28.074320797058743,33.81749795276487,0.5256135499955377,0.6663642856920219,True,100,100,94,kappa;theta,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10806,41,18.102624754165078,0.6341463414634146,0.22108960327773747,run_1_to_2,20.0,0.0034401029540255625,5.0,0.49772872994565115,,
M8,41,3,-27.098544436328886,60.19708887265777,60.84573752130642,65.33780507277069,-0.05909806820165335,0.04646498357070983,True,100,100,76,alpha_negative,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10806,41,0.9274958874092252,0.3902439024390244,0.3388412258651717,run_1_to_2,0.8886739194262939,0.1325087725594361,,,0.0,
M3,41,3,-9.603830078008723,25.207660156017447,25.856308804666096,30.34837635613037,0.556500410981699,0.6620634627540621,True,100,100,27,kappa,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10806,41,5.0429447260596385,0.8048780487804879,0.20732764766482203,run_1_to_2,20.0,0.0005874097223962943,,,,1.3370948912727458
M4,41,3,-9.492852780119946,24.985705560239893,25.634354208888542,30.126421760352816,0.5604054450625623,0.6659684968349254,True,100,100,99,kappa,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10806,41,1.6795927314618506,0.6341463414634146,0.22086235280768654,run_1_to_2,20.0,0.0033987217833377197,0.9956998383663276,,,
M0,40,0,-27.725887222397812,55.451774444795625,55.451774444795625,55.451774444795625,0.0,0.0,True,1,1,1,,exact,sub-10807,41,0.6931471805599453,1.0,0.25,run_1_to_2,,,,,,
M1,40,1,-27.72603972320718,57.45207944641436,57.5573426043091,59.1409589005283,-0.036072876326259225,-5.500304035122028e-06,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10807,41,0.6931527903349453,0.0,0.25000280488749993,run_1_to_2,1e-05,,,,,
M2,40,2,-27.72603972320718,59.45207944641436,59.77640377073868,62.829838354642234,-0.07214025234848331,-5.500304035122028e-06,True,100,100,100,alpha;kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10807,41,0.6931527903349453,0.0,0.25000280488749993,run_1_to_2,1e-05,0.0,,,,
M5,40,3,-21.848050268710956,49.69610053742191,50.36276720408858,54.76273889976372,0.10379602753927572,0.21199815560594792,True,100,100,98,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10807,41,0.596836900760896,0.34146341463414637,0.2207271270713691,run_1_to_2,0.2516882926801308,0.0,5.0,,,
M6,40,3,-19.896018968521048,45.792037937042096,46.45870460370876,50.8586762993839,0.17420067445037613,0.2824028025170484,True,100,100,55,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10807,41,0.34605977287368095,0.7804878048780488,0.11562227280406304,run_1_to_2,0.2666209320852676,0.32368669104059206,5.0,,,
M7,40,4,-19.355058204062587,46.710116408125174,47.85297355098232,53.46563422458092,0.15764433373314515,0.3019138378220415,True,100,100,49,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10807,41,0.36161855767224227,0.7804878048780488,0.12116247530354128,run_1_to_2,0.368577549340177,0.27217026211817386,5.0,2.945204490842293,,
M8,40,3,-21.34426712817775,48.6885342563555,49.35520092302217,53.755172618697316,0.12196616350254377,0.23016829156921603,True,100,100,21,alpha_negative,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10807,41,0.23249514143742042,1.0,0.05029201176278023,run_1_to_2,0.6740448067250905,0.7248659725504072,,,0.0,
M3,40,3,-15.424476706661427,36.84895341332285,37.51562007998952,41.915591775664666,0.3354774706081335,0.4436795986748058,True,100,100,13,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10807,41,0.24527488882077525,1.0,0.06585622966183005,run_1_to_2,17.08380572764455,0.0,,,,1.3481506583575338
M4,40,3,-14.973860252032535,35.947720504065074,36.61438717073174,41.01435886640688,0.3517300237190351,0.45993215178570745,True,100,100,98,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10807,41,0.09598450258762668,1.0,0.01837964225906417,run_1_to_2,0.8596194618994606,0.18017050661463482,3.495431790680926,,,
M0,41,0,-28.419034402957756,56.83806880591551,56.83806880591551,56.83806880591551,0.0,0.0,True,1,1,1,,exact,sub-10809,42,0.6931471805599452,0.19047619047619047,0.25,run_1_to_2,,,,,,
M1,41,1,-27.29451795261103,56.58903590522206,56.691600007786164,58.30260797192637,0.0043814454981540765,0.039569129422275084,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10809,42,0.5761766361026747,0.8095238095238095,0.19280355218913556,run_1_to_2,0.380624754487512,,,,,
M2,41,2,-23.418681754232765,50.83736350846553,51.15315298214974,54.26450764187415,0.10557546066423443,0.17595082851247656,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10809,42,0.5278679053777117,0.6904761904761905,0.18237513778701897,run_1_to_2,0.7029880474393262,0.31539733142271886,,,,
M5,41,3,-20.67878305413633,47.35756610827266,48.0062147569213,52.49828230838558,0.16679846618321692,0.27236151795558006,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10809,42,0.6852633153006255,0.7142857142857143,0.20816310812687733,run_1_to_2,0.8689680401929394,0.2860708665732738,0.8082840739616132,,,
M6,41,3,-21.645494409918477,49.290988819836954,49.9396374684856,54.431705019949874,0.13278213255009613,0.23834518432245932,True,100,100,98,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10809,42,0.4925961269202796,0.7380952380952381,0.1678546683511051,run_1_to_2,1.4611454078220127,0.15910752037469175,0.36811480456152373,,,
M7,41,4,-20.678783054136332,49.357566108272664,50.46867721938378,56.2118543750899,0.13161078225909573,0.27236151795557995,True,100,100,100,theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10809,42,0.6852633137150163,0.7142857142857143,0.2081631079583425,run_1_to_2,0.8689680401567413,0.2860708662518732,0.8082840702631068,0.0,,
M8,41,3,-23.394869494709955,52.78973898941991,53.438387638068555,57.930455189532836,0.07122567500172114,0.1767887267740843,True,100,100,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10809,42,0.5178913419119844,0.6904761904761905,0.17756878149289873,run_1_to_2,0.6390763584623057,0.30702848954767964,,,0.34746155950573226,
M3,41,3,-21.215773189905903,48.431546379811806,49.08019502846045,53.572262579924725,0.14790302701538627,0.2534660787877494,True,100,100,35,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10809,42,0.48614100500313534,0.7619047619047619,0.1664736422698231,run_1_to_2,1.169923363449179,0.1930922412815491,,,,0.8962876718420436
M4,41,3,-21.608100709930927,49.216201419861854,49.8648500685105,54.35691761997478,0.13409793024601147,0.2396609820183746,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10809,42,0.4605269044430035,0.7857142857142857,0.15278625567005272,run_1_to_2,2.8270087698444746,0.06329565718923083,0.4445238661480694,,,
M0,42,0,-29.112181583517703,58.224363167035406,58.224363167035406,58.224363167035406,0.0,0.0,True,1,1,1,,exact,sub-10810,42,0.6931471805599452,0.9285714285714286,0.25,run_1_to_2,,,,,,
M1,42,1,-29.112366584342695,60.22473316868539,60.32473316868539,61.96240278696876,-0.03435623668242237,-6.354756494575398e-06,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10810,42,0.6931521805795882,0.07142857142857142,0.2500025000098213,run_1_to_2,1e-05,,,,,
M2,42,2,-29.112306591111448,62.224613182222896,62.5323054899152,65.69995241878964,-0.06870405784794038,-4.293996084925311e-06,True,100,100,100,alpha;kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10810,42,0.6931514664706595,0.5238095238095238,0.2500021429553559,run_1_to_2,1e-05,1.0,,,,
M5,42,3,-24.00147802092797,54.00295604185594,54.634534989224356,59.21596489670604,0.0725024181555923,0.1755520639333754,True,100,100,100,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10810,42,0.5843706996795548,0.40476190476190477,0.21180781376955257,run_1_to_2,0.21683654624533027,0.0,5.0,,,
M6,42,3,-19.367750501053177,44.73550100210635,45.36707994947477,49.94850985695646,0.23167041134021324,0.33472005711799635,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10810,42,0.41761916623386464,0.6904761904761905,0.14012791414548564,run_1_to_2,0.22529874460002355,0.15360228703333842,5.0,,,
M7,42,4,-18.945929497836147,45.891858995672294,46.972940076753375,52.842537468805766,0.21181003106866686,0.3492095587723777,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10810,42,0.41956112745284946,0.6904761904761905,0.1450141538877443,run_1_to_2,0.3229965460788623,0.10760749961750493,5.0,2.916615422353552,,
M8,42,3,-20.63027232598472,47.26054465196944,47.89212359933786,52.47355350681954,0.18830293572490797,0.29135258150269105,True,100,100,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10810,42,0.33624605682949626,0.9285714285714286,0.09494338813069009,run_1_to_2,0.6988943472099478,1.0,,,0.04024026779849519,
M3,42,3,-11.929456497916943,29.858912995833887,30.490491943202308,35.07192185068399,0.48717493207827894,0.590224577856062,True,100,100,16,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10810,42,1.4018436850446203,0.2619047619047619,0.48423676258251225,run_1_to_2,3.6181991115680883,0.06190870296008048,,,,1.7518428707576585
M4,42,3,-13.766059686427333,33.532119372854666,34.163698320223084,38.74512822770477,0.4240878294081647,0.5271374751859479,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10810,42,0.31145587031333377,0.8809523809523809,0.09549477103545818,run_1_to_2,2.140703548614426,0.10176048431234766,1.4591528158967295,,,
M0,42,0,-29.112181583517703,58.224363167035406,58.224363167035406,58.224363167035406,0.0,0.0,True,1,1,1,,exact,sub-10812,42,0.6931471805599452,0.6428571428571429,0.25,run_1_to_2,,,,,,
M1,42,1,-29.1122765843427,60.2245531686854,60.3245531686854,61.962222786968766,-0.03435314519304915,-3.2632671214116726e-06,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10812,42,0.6931487281986357,0.35714285714285715,0.2500007738193452,run_1_to_2,1e-05,,,,,
M2,42,2,-29.112238245714366,62.22447649142873,62.53216879912104,65.69981572799547,-0.06870171019162043,-1.946339765135363e-06,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10812,42,0.693147522442721,0.42857142857142855,0.2500001709413879,run_1_to_2,1e-05,0.35236561900219354,,,,
M5,42,3,-25.403109510901892,56.806219021803784,57.4377979691722,62.019227876653886,0.024356541971325942,0.12740618774910906,True,100,100,99,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10812,42,0.5336471980313184,0.6666666666666666,0.17980155158322164,run_1_to_2,0.1514501974432232,0.2504963219273088,5.0,,,
M6,42,3,-23.38837367297475,52.7767473459495,53.40832629331792,57.989756200799604,0.09356248011605824,0.19661212589384136,True,100,100,98,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10812,42,0.6947825278134581,0.5952380952380952,0.24212361601617735,run_1_to_2,0.1831186255461823,0.0,3.848051048823555,,,
M7,42,4,-23.16669980160006,54.33339960320012,55.4144806842812,61.28407807633359,0.06682706949791445,0.20422659720162528,True,100,100,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10812,42,0.6334345644627671,0.5952380952380952,0.22429645788209626,run_1_to_2,0.18311863173820622,0.0,4.78881742785287,3.1482720791603556,,
M8,42,3,-27.071483450583607,60.14296690116721,60.77454584853563,65.35597575601732,-0.032951905865035776,0.07009773991274737,True,100,100,92,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10812,42,0.647133292385921,0.6428571428571429,0.2278428428388067,run_1_to_2,0.3410385343183284,0.7131234019834837,,,0.05569898536297652,
M3,42,3,-19.741035858070415,45.48207171614083,46.11365066350925,50.69508057099094,0.21884810340199334,0.3218977491797764,True,100,100,40,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10812,42,0.9511927316495038,0.4523809523809524,0.3200526739511509,run_1_to_2,1.9579212126347494,0.07557398000745309,,,,2.295442747110907
M4,42,3,-24.18262429947414,54.36524859894828,54.996827546316695,59.578257453798386,0.06628006487621019,0.16932971065399327,True,100,100,93,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10812,42,0.6287540466951357,0.7142857142857143,0.21918337319523176,run_1_to_2,1.1504016628800644,0.05106122392818495,1.5341568586092493,,,
M0,42,0,-29.112181583517703,58.224363167035406,58.224363167035406,58.224363167035406,0.0,0.0,True,1,1,1,,exact,sub-10817,42,0.6931471805599452,0.5714285714285714,0.25,run_1_to_2,,,,,,
M1,42,1,-29.112191584342696,60.22438316868539,60.324383168685394,61.96205278696876,-0.03435022545308537,-3.435271576091026e-07,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10817,42,0.6931478948653024,0.42857142857142855,0.2500003571526786,run_1_to_2,1e-05,,,,,
M2,42,2,-28.952170228727358,61.904340457454715,62.21203276514702,65.37967969402145,-0.06320339270799931,0.005496371143856038,True,100,100,37,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10817,42,0.6696243641620236,0.6190476190476191,0.23831452714645204,run_1_to_2,0.04936618187605848,1.0,,,,
M5,42,3,-21.64056461783114,49.28112923566228,49.912708183030695,54.49413809051238,0.15359951478930858,0.25664916056709164,True,100,100,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10817,42,0.5430609598362677,0.7142857142857143,0.18515126797273576,run_1_to_2,0.5839978476460483,0.0,2.5416028336590384,,,
M6,42,3,-26.401409890376428,58.802819780752856,59.43439872812127,64.01582863560296,-0.009934958190233177,0.09311468758754993,True,100,100,63,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10817,42,0.6369697352668863,0.6666666666666666,0.22233960573293218,run_1_to_2,0.8274384654523833,0.0,0.7877068776101005,,,
M7,42,4,-21.415706101984558,50.831412203969116,51.912493285050196,57.78209067710259,0.1269734963327503,0.2643730240364611,True,100,100,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10817,42,0.5385128748357653,0.7142857142857143,0.18330495727699822,run_1_to_2,0.8274384677055492,0.0,1.940942969703617,0.2737619242853084,,
M8,42,3,-28.95217022872736,63.90434045745472,64.53591940482315,69.11734931230482,-0.09755327463392713,0.005496371143855927,True,100,100,30,alpha;alpha_negative,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10817,42,0.6696243638981498,0.6190476190476191,0.238314527017402,run_1_to_2,0.04936618256662859,1.0,,,1.0,
M3,42,3,-21.640564617831142,49.281129235662284,49.9127081830307,54.49413809051239,0.15359951478930847,0.2566491605670915,True,100,100,13,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10817,42,0.5430609601982841,0.7142857142857143,0.18515126820311095,run_1_to_2,1.1922916336188587,0.0,,,,1.1700629167167116
M4,42,3,-21.64056461783114,49.28112923566228,49.912708183030695,54.49413809051238,0.15359951478930858,0.25664916056709164,True,100,100,65,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10817,42,0.543060959877941,0.7142857142857143,0.18515126804992044,run_1_to_2,3.5525789821540186,0.0,0.8356129866626929,,,
M0,29,0,-20.101268236238415,40.20253647247683,40.20253647247683,40.20253647247683,0.0,0.0,True,1,1,1,,exact,sub-10827,27,0.6931471805599451,0.5925925925925926,0.25,run_1_to_2,,,,,,
M1,29,1,-20.098594307294615,42.19718861458923,42.345336762737375,43.564484444575704,-0.049615081960760476,0.0001330228974796288,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10827,27,0.6934379477603078,0.4074074074074074,0.250145455113533,run_1_to_2,0.02139249793632542,,,,,
M2,29,2,-20.098594307294615,44.19718861458923,44.65872707612769,46.93178027456218,-0.0993631868190006,0.0001330228974796288,True,100,100,79,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10827,27,0.6934379475937236,0.4074074074074074,0.25014545503015073,run_1_to_2,0.021392488642589826,0.0,,,,
M5,29,3,-14.67941515009522,35.35883030019044,36.31883030019044,39.460717790149864,0.12048260128070407,0.2697269158554244,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10827,27,0.8714825892357404,0.5555555555555556,0.2657558217266792,run_1_to_2,0.724783795929235,0.041938939930586186,2.474964377011311,,,
M6,29,3,-18.954146266140178,43.908292532280356,44.86829253228036,48.01018002223978,-0.09217717052108229,0.05706714405363811,True,100,100,87,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10827,27,0.739085689667543,0.5185185185185185,0.27184082166506,run_1_to_2,0.6809013575503747,0.0,0.7191778453701626,,,
M7,29,4,-14.679415150095219,37.358830300190434,39.0254969668571,42.82801362013633,0.07073449642246413,0.2697269158554245,True,100,100,100,theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10827,27,0.8714825751076657,0.5555555555555556,0.2657558209281327,run_1_to_2,0.7247837902594818,0.04193893287348603,2.474964319050296,0.0,,
M8,29,3,-20.077421810789332,46.154843621578664,47.114843621578665,50.25673111153809,-0.14805800010098516,0.0011863144737351838,True,100,100,23,alpha_negative,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10827,27,0.6956081043393489,0.4074074074074074,0.251230646471514,run_1_to_2,0.019471646368504195,0.21707213182107588,,,1.0,
M3,29,3,-16.261955574286183,38.52391114857237,39.48391114857237,42.62579863853179,0.04175421431564824,0.1909985288903686,True,100,99,36,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10827,27,0.657427337244332,0.5555555555555556,0.23578556993323307,run_1_to_2,0.7692808828748197,0.051720999593182236,,,,0.9999999989866021
M4,29,3,-16.633450774345114,39.26690154869023,40.22690154869023,43.36878903864965,0.02327303214878367,0.17251734672350405,True,100,100,81,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10827,27,0.6600058381116229,0.6296296296296297,0.2347590382636202,run_1_to_2,2.2452714404822287,0.0,0.7200504664637917,,,
M0,42,0,-29.112181583517703,58.224363167035406,58.224363167035406,58.224363167035406,0.0,0.0,True,1,1,1,,exact,sub-10831,42,0.6931471805599452,0.6190476190476191,0.25,run_1_to_2,,,,,,
M1,42,1,-29.112306584342697,60.224613168685394,60.324613168685396,61.962282786968764,-0.03435417568950689,-4.293763579132914e-06,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10831,42,0.6931478948653025,0.38095238095238093,0.25000035715267854,run_1_to_2,1e-05,,,,,
M2,42,2,-29.112228728767366,62.22445745753473,62.53214976522704,65.69979669410147,-0.0687013832856147,-1.6194337593145036e-06,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10831,42,0.6931493457704745,0.3333333333333333,0.2500010826052645,run_1_to_2,1e-05,0.17864014521370467,,,,
M5,42,3,-23.738903423104954,53.47780684620991,54.109385793578326,58.69081570106002,0.08152182458756083,0.18457147036534394,True,100,100,99,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10831,42,0.8425744105576252,0.47619047619047616,0.2913903542191137,run_1_to_2,0.19069351135533708,0.1762303043474217,5.0,,,
M6,42,3,-21.496954241491363,48.993908482982725,49.62548743035114,54.206917337832834,0.15853251425991793,0.2615821600377011,True,100,100,95,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10831,42,0.8315350881734569,0.5714285714285714,0.28324570994765746,run_1_to_2,0.1544682172352348,0.03231718848998447,5.0,,,
M7,42,4,-20.976430621609104,49.95286124321821,51.03394232429929,56.90353971635168,0.14206255721660227,0.2794620849203131,True,100,100,99,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10831,42,0.8535277903136551,0.5714285714285714,0.284630955741098,run_1_to_2,0.21973792963577077,0.051682391791936816,5.0,2.602452633604643,,
M8,42,3,-21.852470643957393,49.704941287914785,50.3365202352832,54.917950142764894,0.1463205678124792,0.24937021359026235,True,100,100,85,alpha_negative,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10831,42,1.0586400452567324,0.6190476190476191,0.32625316284843514,run_1_to_2,0.963331606134414,0.25678209068739705,,,0.0,
M3,42,3,-21.374287397630813,48.748574795261625,49.38015374263004,53.961583650111734,0.16274610586275404,0.26579575164053715,True,100,100,19,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10831,42,0.8641945847285565,0.6190476190476191,0.28448964775307495,run_1_to_2,0.7853623792491686,0.0,,,,1.3719865389763701
