model,n,k,log_likelihood,AIC,AICc,BIC,pseudo_r2_fareri,pseudo_r2_mcfadden,converged,n_starts,n_converged,n_near_best,boundary_parameters,optimizer_message,participant_id,kappa,alpha,theta,theta_stranger,alpha_negative,phi
M3,84,3,-11.355543753176548,28.711087506353095,29.011087506353096,36.00353790288304,0.7534443835479483,0.8049692064368399,True,100,100,8,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10875,2.222741190042598,0.0,,,,1.8335555313433476
M4,84,3,-10.6569667472219,27.3139334944438,27.6139334944438,34.60638389097374,0.7654424023833034,0.816967225272195,True,100,100,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10875,3.299064703350285,0.0,1.9006066237548185,,,
M0,38,0,-26.33959286127792,52.67918572255584,52.67918572255584,52.67918572255584,0.0,0.0,True,1,1,1,,exact,sub-10881,,,,,,
M1,38,1,-19.97848418114158,41.95696836228316,42.06807947339428,43.594554522009545,0.2035380238552493,0.24150368282601153,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10881,1.089238023825766,,,,,
M2,38,2,-19.97848418114159,43.95696836228318,44.29982550514032,47.23214068173595,0.16557236488448684,0.2415036828260112,True,100,100,48,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10881,1.089238023809295,0.0,,,,
M5,38,3,-19.660081602763963,45.320163205527926,46.0260455584691,50.23292168470708,0.13969506961982095,0.25359204653210754,True,100,100,41,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10881,1.3141165373514672,0.0,0.22210444645115504,,,
M6,38,3,-19.680812060939324,45.36162412187865,46.06750647481982,50.27438260105781,0.13890802411442754,0.2528050010267141,True,100,100,38,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10881,1.5999449344627896,0.0,0.2094560680583486,,,
M7,38,4,-19.55332143061751,47.10664286123502,48.31876407335623,53.65698750014056,0.10578263093643094,0.25764526681947975,True,100,100,35,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10881,1.5999449282268818,0.0,0.27175018686009483,0.14574631633604865,,
M8,38,3,-19.590268838066944,45.18053767613389,45.88642002907506,50.09329615531304,0.14234555723611406,0.2562425341484006,True,100,100,84,alpha_negative,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10881,0.3649943744674275,0.12845325027696428,,,1.0,
M3,38,3,-19.97848418114159,45.95696836228318,46.66285071522435,50.86972684146234,0.12760670591372464,0.2415036828260112,True,100,100,11,alpha;phi,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10881,0.27230950631708417,0.0,,,,0.0
M4,38,3,-19.978484181141585,45.95696836228317,46.662850715224344,50.869726841462324,0.12760670591372478,0.2415036828260113,True,100,100,46,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10881,1.0892380237660124,0.0,0.0,,,
M0,40,0,-27.725887222397812,55.451774444795625,55.451774444795625,55.451774444795625,0.0,0.0,True,1,1,1,,exact,sub-10886,,,,,,
M1,40,1,-27.725949723182186,57.45189944636437,57.55716260425911,59.14077890047831,-0.03606963026151578,-2.254239291676896e-06,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10886,1e-05,,,,,
M2,40,2,-27.725949723182186,59.45189944636437,59.776223770688695,62.82965835459225,-0.07213700628373987,-2.254239291676896e-06,True,100,100,100,alpha;kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10886,1e-05,0.0,,,,
M5,40,3,-25.17602532742403,56.35205065484806,57.01871732151472,61.41868901718986,-0.016235300295911935,0.09196682777076037,True,100,100,99,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10886,0.13555101290544377,0.240985252046378,5.0,,,
M6,40,3,-26.43452183723822,58.86904367447644,59.5357103411431,63.93568203681825,-0.06162596713803695,0.04657616092863526,True,100,100,97,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10886,0.07145062946592125,0.1327650221359236,5.0,,,
M7,40,4,-25.1753506929791,58.3507013859582,59.49355852881535,65.10621920241395,-0.0522783440239333,0.091991160064963,True,100,100,99,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10886,0.13639143090632552,0.2325357817698024,5.0,0.10801456564896557,,
M8,40,3,-24.774162694246268,55.548325388492536,56.2149920551592,60.61496375083435,-0.0017411695958085452,0.10646095847086368,True,100,100,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10886,0.3999248314550248,1.0,,,0.050570414102651284,
M0,84,0,-58.224363167035406,116.44872633407081,116.44872633407081,116.44872633407081,0.0,0.0,True,1,1,1,,exact,sub-10887,,,,,,
M1,84,1,-58.22454316868539,118.44908633737079,118.49786682517566,120.8799031362141,-0.017178032480675613,-3.091517711828473e-06,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10887,1e-05,,,,,
M2,84,2,-53.5613889569726,111.1227779139452,111.27092606209335,115.98441151163183,0.04573642484372399,0.08008630676965167,True,100,100,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10887,0.18264858906128079,1.0,,,,
M5,84,3,-49.55322799265226,105.10645598530452,105.40645598530452,112.39890638183446,0.09740141181301823,0.1489262347019098,True,100,100,100,alpha,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10887,0.13762543257291504,1.0,3.902784257636949,,,
M6,84,3,-46.39386239971227,98.78772479942454,99.08772479942454,106.08017519595448,0.15166332935218185,0.20318815224107345,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10887,0.1267092086389277,0.8833594825791032,4.003952001419645,,,
M7,84,4,-46.36105105772744,100.72210211545487,101.22843122937893,110.44536931082813,0.13505192125072313,0.20375168510257857,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10887,0.12292423395436969,0.896410184626016,4.54085513166964,3.72951446866694,,
M8,84,3,-46.720570816241,99.441141632482,99.741141632482,106.73359202901194,0.14605213158619748,0.19757695447508905,True,100,100,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10887,0.6320345623826557,1.0,,,0.2620114069399604,
M3,84,3,-51.720549720369895,109.44109944073979,109.74109944073979,116.73354983726973,0.06017778909171904,0.1117026119806106,True,100,100,44,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10887,0.7217081436821529,0.04404911703749909,,,,2.14886628738457
M4,84,3,-41.08732134250089,88.17464268500179,88.47464268500178,95.46709308153173,0.242802858727331,0.2943276816162226,True,100,100,98,theta,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10887,0.15013165870883743,0.8601548181852813,5.0,,,
M0,81,0,-56.144921625355565,112.28984325071113,112.28984325071113,112.28984325071113,0.0,0.0,True,1,1,1,,exact,sub-10896,,,,,,
M1,81,1,-56.14499412695242,114.28998825390484,114.34062116529724,116.68443740857728,-0.01781234121707656,-1.2913295583949491e-06,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10896,1e-05,,,,,
M2,81,2,-56.02519504145497,116.05039008290994,116.2042362367561,120.83928839225482,-0.03348964361632054,0.002132456158715601,True,100,100,91,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10896,0.04677374344005231,0.4175588841277961,,,,
M5,81,3,-42.84880903554819,91.69761807109639,92.0093063827847,98.8809655351137,0.18338457498456195,0.23681772464711615,True,100,100,37,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10896,0.2841200946244575,0.20751731458625017,5.0,,,
M6,81,3,-50.649826047348654,107.29965209469731,107.61134040638562,114.48299955871462,0.04444027181400682,0.09787342147656097,True,100,100,96,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10896,0.5586738044905671,0.06378394505647522,0.9429696015675942,,,
M7,81,4,-42.8488090355482,93.6976180710964,94.22393386057009,103.27541468978616,0.16557352509704376,0.23681772464711603,True,100,100,22,theta;theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10896,0.284120090106083,0.2075173155615597,5.0,0.0,,
M8,81,3,-54.19932899971453,114.39865799942906,114.71034631111738,121.58200546344638,-0.01878010234647449,0.034653047316079766,True,100,100,13,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10896,0.39629375520604165,0.24629625296734584,,,0.06061516376681076,
M3,81,3,-51.51858879155053,109.03717758310106,109.34886589478937,116.22052504711837,0.02896669523661015,0.0823998448991643,True,100,100,17,alpha,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10896,0.2627797429284152,0.0,,,,1.1111133030418072
M4,81,3,-48.18483208890332,102.36966417780664,102.68135248949496,109.55301164182396,0.0883444021803073,0.14177755184286145,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10896,0.7462724094500658,0.053112420559342066,1.1984036575459909,,,
M0,41,0,-28.419034402957756,56.83806880591551,56.83806880591551,56.83806880591551,0.0,0.0,True,1,1,1,,exact,sub-10897,,,,,,
M1,41,1,-28.41911690375463,58.83823380750926,58.940797910073364,60.55180587421357,-0.03519058693608498,-2.9030119639283924e-06,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10897,1e-05,,,,,
M2,41,2,-28.41911690375463,60.83823380750926,61.154023281193474,64.26537794091787,-0.07037827086020605,-2.9030119639283924e-06,True,100,100,100,alpha;kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10897,1e-05,0.0,,,,
M5,41,3,-21.373142532045954,48.74628506409191,49.39493371274055,53.88700126420483,0.14236556434481532,0.24792861611717854,True,100,100,100,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10897,0.35592903408492815,0.0,5.0,,,
M6,41,3,-13.116880285278587,32.23376057055717,32.88240921920582,37.3744767706701,0.432884310678719,0.5384473624510822,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10897,1.332422223679249,0.004995371451154352,1.540105746086884,,,
M7,41,4,-11.56297957603141,31.12595915206282,32.23707026317393,37.980247418880055,0.45237479376105516,0.5931255294575395,True,100,100,100,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10897,1.34645196751816,0.0,5.0,1.2037827980181157,,
M8,41,3,-26.112608912836485,58.22521782567297,58.873866474321616,63.36593402578589,-0.02440528063143991,0.08115777114092326,True,100,100,80,alpha_negative,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10897,0.403383116232452,0.5918175281829383,,,0.0,
M3,41,3,-11.457498919019184,28.914997838038367,29.563646486687016,34.055714038151294,0.4912740977042311,0.5968371494765943,True,100,100,20,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10897,5.317168391536215,0.010069893028633195,,,,1.2495320982942502
M4,41,3,-11.555675447027228,29.111350894054457,29.759999542703106,34.25206709416738,0.48781949306791633,0.5933825448402795,True,100,100,100,alpha,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10897,17.481021102275626,0.0,0.9239029637480023,,,
M0,79,0,-54.75862726423568,109.51725452847136,109.51725452847136,109.51725452847136,0.0,0.0,True,1,1,1,,exact,sub-10898,,,,,,
M1,79,1,-54.75881226577943,111.51762453155887,111.56957258350691,113.88707238402588,-0.018265341034160713,-3.378491262528982e-06,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10898,1e-05,,,,,
M2,79,2,-53.82840076996137,111.65680153992274,111.81469627676485,116.39569724485678,-0.01953616369094756,0.016987761394849032,True,100,100,88,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10898,0.09354990388234136,0.7769063354600511,,,,
M5,79,3,-42.58514537394612,91.17029074789224,91.49029074789223,98.27863430529331,0.16752578266842355,0.2223116702971184,True,100,100,84,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10898,0.24351022999397523,0.48864726090300636,5.0,,,
M6,79,3,-35.88459033405273,77.76918066810546,78.08918066810546,84.87752422550653,0.2898910678235848,0.3446769554522796,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10898,0.3410818355008592,0.31586824425470483,3.601251231173105,,,
M7,79,4,-35.68135438965829,79.36270877931658,79.90324931985712,88.84050018918467,0.2753405924845884,0.3483884426561815,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10898,0.3079081304296257,0.3430000903561961,4.7722356762965985,3.4045437206744507,,
M8,79,3,-34.02172591456972,74.04345182913944,74.36345182913944,81.1517953865405,0.3239106280746815,0.37869651570337626,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10898,1.629905509193708,0.37870492334923156,,,0.060401740631491764,
M3,79,3,-51.718904942004265,109.43780988400853,109.75780988400852,116.54615344140959,0.0007254075607069899,0.05551129518940179,True,100,100,44,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10898,0.16315633066702429,0.0,,,,4.151707768193091
M4,79,3,-36.00748202019683,78.01496404039366,78.33496404039366,85.12330759779474,0.28764682445438766,0.34243271208308246,True,100,100,99,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10898,0.32909636903884304,0.357885129057027,5.0,,,
M0,83,0,-57.53121598647546,115.06243197295092,115.06243197295092,115.06243197295092,0.0,0.0,True,1,1,1,,exact,sub-10908,,,,,,
M1,83,1,-57.53144598807543,117.06289197615087,117.11227469220024,119.48173258394746,-0.01738586581995954,-3.9978574419841095e-06,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10908,1e-05,,,,,
M2,83,2,-57.53144598807543,119.06289197615087,119.21289197615087,123.90057319174406,-0.034767733782477175,-3.9978574419841095e-06,True,100,100,100,alpha;kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10908,1e-05,0.0,,,,
M5,83,3,-56.168121022402445,118.33624204480489,118.64003951315932,125.59276386819468,-0.028452467201663056,0.023693136685889793,True,100,99,90,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10908,0.059599722323483546,0.0,5.0,,,
M6,83,3,-52.5803005504417,111.1606011008834,111.46439856923783,118.41712292427319,0.033910554515176335,0.08605615840272918,True,100,100,97,alpha;theta,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10908,0.0821653411495341,0.0,5.0,,,
M7,83,4,-52.5803005504417,113.1606011008834,113.67342161370391,122.8359635320698,0.016528686552658704,0.08605615840272918,True,100,100,100,alpha;theta;theta_stranger,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10908,0.08216533681775841,0.0,5.0,5.0,,
M8,83,3,-49.943050960733366,105.88610192146673,106.18989938982116,113.14262374485652,0.07975087866769037,0.13189648255524322,True,100,100,5,alpha;alpha_negative,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10908,0.3870944089922066,1.0,,,1.060080247354344e-16,
M3,83,3,-48.5083255754355,103.016651150871,103.32044861922543,110.27317297426079,0.10468908587741013,0.15683468976496306,True,100,100,87,phi,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10908,0.5219178701750729,0.011751205025679237,,,,5.0
M4,83,3,-49.11340385004189,104.22680770008378,104.53060516843821,111.48332952347357,0.09417169520121384,0.14631729908876678,True,100,100,91,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10908,0.11336743469656506,0.0,5.0,,,
M0,84,0,-58.224363167035406,116.44872633407081,116.44872633407081,116.44872633407081,0.0,0.0,True,1,1,1,,exact,sub-10918,,,,,,
M1,84,1,-48.08581371337539,98.17162742675077,98.22040791455565,100.60244422559408,0.1569540473537364,0.1741289883167002,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10918,0.8729921523206751,,,,,
M2,84,2,-47.81265913416717,99.62531826833434,99.77346641648249,104.48695186602097,0.1444705201624369,0.17882040208836458,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10918,0.8314592043393921,0.04078004286513226,,,,
M5,84,3,-35.96350157437621,77.92700314875242,78.22700314875242,85.21945354528236,0.33080416074973956,0.3823289836386311,True,100,100,100,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10918,2.1047957097815946,0.04357653910913959,0.6117884276568658,,,
M6,84,3,-39.68364758798087,85.36729517596174,85.66729517596174,92.65974557249169,0.2669108725924742,0.31843569548136574,True,100,100,95,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10918,4.278176595687701,0.008428339540311896,0.4579220143387582,,,
M7,84,4,-32.814290752837685,73.62858150567537,74.13491061959942,83.35184870104862,0.3677167297266268,0.4364164935784821,True,100,100,97,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10918,4.696717188848357,0.028311881335558346,0.5734697196904711,0.35324460797664364,,
M8,84,3,-45.66899264184069,97.33798528368138,97.63798528368137,104.63043568021132,0.16411292464946417,0.21563774753835574,True,100,100,88,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10918,0.27978119125134393,0.0,,,0.4369126732940454,
M3,84,3,-36.3908781062486,78.7817562124972,79.0817562124972,86.07420660902714,0.32346399404587506,0.3749888169347666,True,100,100,18,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10918,1.6057400920746807,0.05282561345235277,,,,0.9170846646479371
M4,84,3,-35.50592143154535,77.0118428630907,77.3118428630907,84.30429325962065,0.3386630726886841,0.3901878955775756,True,100,100,96,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10918,4.815509080728145,0.02294615217485661,0.566884146955952,,,
M0,84,0,-58.224363167035406,116.44872633407081,116.44872633407081,116.44872633407081,0.0,0.0,True,1,1,1,,exact,sub-10924,,,,,,
M1,84,1,-58.2248331686854,118.4496663373708,118.49844682517568,120.88048313621411,-0.01718301321355499,-8.072250591073526e-06,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10924,1e-05,,,,,
M2,84,2,-58.22483268179095,120.4496653635819,120.59781351173005,125.31129896126853,-0.034357945814135406,-8.063888207621162e-06,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10924,1e-05,0.00715452356171721,,,,
M5,84,3,-51.592030558388856,109.18406111677771,109.48406111677771,116.47651151330766,0.06238509811135297,0.11390992100024455,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10924,0.14934206200866043,0.0072510754891403255,5.0,,,
M6,84,3,-32.43968465193298,70.87936930386596,71.17936930386595,78.1718197003959,0.39132550835699503,0.4428503312458866,True,100,100,100,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10924,0.29999453262492126,0.0,5.0,,,
M7,84,4,-32.439684651932986,72.87936930386597,73.38569841779002,82.60263649923922,0.3741505673940311,0.44285033124588646,True,100,100,99,alpha;theta;theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10924,0.2999945333217389,0.0,5.0,5.0,,
M8,84,3,-14.329884779191836,34.65976955838367,34.95976955838367,41.952219954913616,0.7023602520224144,0.753885074911306,True,100,100,20,alpha_negative,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10924,1.9388811049320436,0.626701152251295,,,0.0,
M3,84,3,-7.06120997071001,20.12241994142002,20.42241994142002,27.41487033794996,0.8271993127370724,0.8787241356259639,True,100,100,99,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10924,2.578829506241843,0.0,,,,3.3449276406946056
M4,84,3,-12.52731225596507,31.05462451193014,31.35462451193014,38.34707490846008,0.7333193286902948,0.7848441515791864,True,100,100,99,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10924,0.9609397767525375,0.0,5.0,,,
M0,42,0,-29.112181583517703,58.224363167035406,58.224363167035406,58.224363167035406,0.0,0.0,True,1,1,1,,exact,sub-10926,,,,,,
M1,42,1,-27.12131866185296,56.24263732370592,56.34263732370592,57.98030694198929,0.034036024363963656,0.06838590628989138,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10926,0.511301963144206,,,,,
M2,42,2,-26.794320986200468,57.588641972400936,57.89633428009324,61.063981208967675,0.010918473986751883,0.07961823783860733,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10926,0.5943891675955215,0.053305407406064535,,,,
M5,42,3,-18.578784728902928,43.157569457805856,43.789148405174274,48.370578312655965,0.2587712924571727,0.36182093823495576,True,100,100,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10926,1.7193938800528257,0.0,0.7820458775450294,,,
M6,42,3,-23.7019905403651,53.4039810807302,54.035560028098615,58.61698993558031,0.08278977775122047,0.18583942352900362,True,100,100,97,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10926,2.045459931777292,0.026438286588750217,0.43083257908254796,,,
M7,42,4,-18.538411306601716,45.07682261320343,46.157903694284514,52.027501086336905,0.22580823282023718,0.363207760523948,True,100,100,98,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10926,1.895219400736127,0.0,0.7558795873067595,0.08560872913925814,,
M8,42,3,-25.384935204392864,56.76987040878573,57.401449356154146,61.98287926363584,0.024980827253996675,0.12803047303177972,True,100,100,22,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10926,1.472280852407621,0.078883502894736,,,0.009604495558055858,
M3,42,3,-21.803765347559583,49.607530695119166,50.239109642487584,54.82053954996927,0.1479935889929113,0.25104323477069435,True,100,100,88,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10926,1.1293629920003083,0.027102908644490935,,,,1.0366823110864625
M4,42,3,-21.702056088478695,49.40411217695739,50.03569112432581,54.6171210318075,0.15148729003311337,0.2545369358108964,True,100,100,84,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10926,3.9246801764779997,0.012568022278206312,0.7241608639532764,,,
M0,41,0,-28.419034402957756,56.83806880591551,56.83806880591551,56.83806880591551,0.0,0.0,True,1,1,1,,exact,sub-10928,,,,,,
M1,41,1,-23.25536601785265,48.5107320357053,48.613296138269405,50.22430410240961,0.14650984709993398,0.18169753102405506,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10928,0.8926134125996792,,,,,
M2,41,2,-15.919086355816669,35.838172711633334,36.153962185317546,39.26531684504195,0.36946885310249283,0.43984422095073483,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10928,1.5763000977668955,0.3339224945862346,,,,
M5,41,3,-6.45611454805744,18.912229096114878,19.560877744763527,24.052945296227804,0.6672612301326719,0.772824281905035,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10928,8.839367927457113,0.04950469232452742,0.49386190267913266,,,
M6,41,3,-10.784841376295741,27.569682752591483,28.218331401240132,32.71039895270441,0.5149433587067596,0.6205064104791227,True,100,100,93,kappa,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10928,20.0,0.028722717769903504,0.46600776412558387,,,
M7,41,4,-6.45611454805744,20.912229096114878,22.02334020722599,27.766517362932113,0.6320735462085509,0.772824281905035,True,100,100,97,theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10928,8.839367931103993,0.049504692306259486,0.4938619026641009,0.0,,
M8,41,3,-15.627972665152376,37.255945330304755,37.9045939789534,42.396661530417674,0.3445247857114511,0.4500878374838144,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10928,2.1239193490673607,0.29387006384979036,,,0.2280139358718602,
M3,41,3,-6.804994402019158,19.609988804038316,20.258637452686965,24.75070500415124,0.6549849561039734,0.7605480078763367,True,100,100,34,kappa,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10928,20.0,0.014939021747354628,,,,0.6832897323952711
M4,41,3,-6.645130261013566,19.290260522027133,19.93890917067578,24.430976722140056,0.6606102049684793,0.7661732567408426,True,100,100,100,kappa,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10928,20.0,0.019981081873929756,0.49489863651517907,,,
M0,42,0,-29.112181583517703,58.224363167035406,58.224363167035406,58.224363167035406,0.0,0.0,True,1,1,1,,exact,sub-10929,,,,,,
M1,42,1,-29.11224158434269,60.22448316868538,60.32448316868538,61.96215278696875,-0.03435194294718148,-2.061021253885187e-06,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10929,1e-05,,,,,
M2,42,2,-28.523870380145176,61.04774076029035,61.35543306798266,64.52307999685709,-0.04849134348030867,0.020208420371546687,True,100,100,97,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10929,0.09331178935765115,1.0,,,,
M5,42,3,-25.39911761467942,56.79823522935884,57.429814176727255,62.01124408420894,0.024493663135228452,0.12754330891301158,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10929,0.23852908726998265,0.2390693320798545,2.8265376270751097,,,
M6,42,3,-27.514192765524484,61.02838553104897,61.659964478417386,66.24139438589907,-0.048158918560763264,0.05489072721701982,True,100,100,98,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10929,0.3147870434754045,0.25458939588888524,0.9391861127258693,,,
M7,42,4,-25.399117614679415,58.79823522935883,59.87931631043991,65.7489137024923,-0.009856218790699124,0.1275433089130117,True,100,100,89,theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10929,0.2385290917878488,0.23906933125078617,2.826537570148829,0.0,,
M8,42,3,-27.9704009490254,61.9408018980508,62.57238084541922,67.15381075290091,-0.06382961579766168,0.03922002998012142,True,100,100,79,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10929,0.34854296244899585,0.5444912676146657,,,0.22960393530267909,
M3,42,3,-21.290384986878976,48.58076997375795,49.21234892112637,53.793778828608055,0.1656281437653803,0.26867778954316335,True,100,100,5,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10929,2.1156304190324984,0.09026959850160407,,,,1.6197726719113672
M4,42,3,-22.94366617183113,51.88733234366226,52.518911291030676,57.10034119851237,0.10883813027191601,0.2118877760496991,True,100,100,98,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10929,1.2729792125799109,0.13122421019276814,1.008358227449776,,,
M0,83,0,-57.53121598647546,115.06243197295092,115.06243197295092,115.06243197295092,0.0,0.0,True,1,1,1,,exact,sub-10930,,,,,,
