parameter,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat,run,n_subjects,divergences,max_depth_hits,min_bfmi,passed
"natural[94,2]",0.234256,0.00169646,0.14205,0.123465,0.061965,0.206032,0.507109,6509.55,5417.75,22.3925,1.0005,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[94,3]",0.119599,0.00187596,0.148688,0.0842803,0.00205679,0.0686012,0.420238,6677.02,5808.65,22.9686,1.00041,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[95,1]",0.516891,0.00340345,0.260621,0.313942,0.162777,0.475525,0.962035,6607.26,5491.37,22.7287,1.00025,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[95,2]",0.336076,0.00183298,0.152346,0.131187,0.13459,0.312414,0.621799,6100.58,4815.65,20.9857,1.00019,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[95,3]",0.0257593,0.000456496,0.0363936,0.0177041,0.000769962,0.0151002,0.0833661,8791.21,6430.31,30.2413,0.999956,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[96,1]",0.378207,0.00342485,0.199938,0.139931,0.171285,0.313057,0.836395,4338.31,3959.07,14.9236,1.00087,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[96,2]",0.895144,0.00371297,0.31987,0.305027,0.457858,0.850562,1.48388,6474.37,5218.71,22.2715,1.00053,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[96,3]",0.0203357,0.000271105,0.0228169,0.0145323,0.000544266,0.0120185,0.0694985,7123.04,6570.12,24.5029,1.00019,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[97,1]",0.694462,0.00257685,0.224114,0.254651,0.280934,0.734995,0.981361,7754.67,5783.62,26.6757,0.999926,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[97,2]",0.363458,0.00135231,0.126356,0.117386,0.179056,0.352258,0.58858,8406.22,4961.91,28.917,1.00059,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[97,3]",0.0403114,0.000492921,0.0453578,0.0296328,0.000674105,0.023077,0.133987,8222.64,6762.49,28.2855,0.999916,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[98,1]",0.672028,0.00282439,0.234936,0.287131,0.258772,0.708942,0.981761,6381.1,5354.34,21.9507,0.999985,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[98,2]",0.358237,0.00125953,0.121941,0.115564,0.180214,0.348114,0.572929,9140.95,5708.77,31.4444,0.999839,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[98,3]",0.0285005,0.000335163,0.0334179,0.0205557,0.000670116,0.0165394,0.0940915,9209.19,6072.62,31.6791,0.999895,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[99,1]",0.0858875,0.00142051,0.107619,0.0492267,0.00414339,0.0565081,0.269297,6964.67,4839.55,23.9581,1.00019,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[99,2]",0.307135,0.00423751,0.252333,0.179329,0.0595293,0.219868,0.831354,3128.01,5391.06,10.7602,1.00162,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[99,3]",0.213191,0.00537999,0.281809,0.0904253,0.00229473,0.0664515,0.876052,2871.54,5236.28,9.87794,1.00168,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[100,1]",0.828974,0.00138427,0.146004,0.138022,0.535604,0.867053,0.991576,9229.62,4891.04,31.7494,1.00039,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[100,2]",0.611286,0.00184508,0.193853,0.191603,0.314951,0.598794,0.948427,10286.4,5407.2,35.3846,1.00019,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[100,3]",0.00955558,0.000129875,0.0128434,0.00582923,0.000204535,0.004796,0.0347159,11870.8,6156.87,40.8349,0.999854,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[101,1]",0.0648172,0.000629675,0.0474486,0.0204816,0.013282,0.0578628,0.132344,6353.22,2426.7,21.8548,1.00778,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[101,2]",0.961375,0.0198046,0.649568,0.788331,0.0965196,0.942095,2.0844,1015.39,2487.85,3.4929,1.00864,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[101,3]",0.100572,0.00714899,0.219614,0.012726,0.000630047,0.0104788,0.702754,1005.24,2394.32,3.45797,1.01133,H8_full_age_attempt95,111,0,0,0.7239704894574897,False
"natural[102,1]",0.298478,0.0036116,0.258181,0.239514,0.0121119,0.221276,0.834509,5167.69,4905.93,17.7766,1.00154,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[102,2]",0.236468,0.00184084,0.151492,0.128355,0.0597477,0.202748,0.535989,5581.35,5017.48,19.1995,1.00018,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[102,3]",0.264347,0.0030944,0.239827,0.21733,0.0091205,0.192863,0.777088,6327.08,5849.66,21.7648,1.00075,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[103,1]",0.201321,0.00370763,0.209965,0.0767099,0.0346429,0.118937,0.745461,4684.62,4035.21,16.1148,1.00086,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[103,2]",0.365309,0.00551057,0.321213,0.225779,0.0516458,0.258194,1.02588,2570.48,4459.63,8.8423,1.00056,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[103,3]",0.0750956,0.00306263,0.165159,0.021548,0.00101171,0.0177113,0.42019,3648.86,3532.0,12.5519,1.00039,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[104,1]",0.0626201,0.00122934,0.0817782,0.0410192,0.00271058,0.0394036,0.196177,7570.72,5356.89,26.0429,1.00056,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[104,2]",0.235905,0.00196936,0.156809,0.110632,0.0726552,0.190289,0.556158,6108.93,4785.2,21.0144,1.00057,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[104,3]",0.28002,0.00368004,0.278081,0.185842,0.0127894,0.166256,0.884576,6066.0,6204.38,20.8667,1.00074,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[105,1]",0.153927,0.00339578,0.207729,0.0854729,0.00358487,0.0725157,0.666259,4775.94,4726.89,16.429,1.00086,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[105,2]",0.143967,0.00108039,0.0889921,0.072133,0.0418832,0.122457,0.319509,6209.88,5597.35,21.3617,1.00009,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[105,3]",0.256796,0.00385147,0.26145,0.174024,0.00879474,0.155993,0.859543,4954.7,5643.02,17.0439,1.00021,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[106,1]",0.670343,0.00325878,0.272991,0.282385,0.128414,0.739911,0.985903,8055.44,4873.21,27.7103,1.00059,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[106,2]",0.250803,0.00131912,0.13415,0.13277,0.0679464,0.233516,0.49894,8692.1,5316.54,29.9004,1.00072,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[106,3]",0.0420019,0.00116186,0.0915407,0.0166709,0.000357979,0.0125708,0.169724,10649.5,6137.12,36.6337,1.00006,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[107,1]",0.15642,0.00254291,0.19084,0.100149,0.00506589,0.0887549,0.601107,8122.84,4938.72,27.9421,1.00019,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[107,2]",0.268929,0.0018168,0.163095,0.135117,0.0783745,0.232351,0.592668,7787.92,5444.88,26.7901,1.00096,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[107,3]",0.253696,0.00292561,0.250889,0.19183,0.00652446,0.164535,0.814231,7953.23,5645.7,27.3587,1.00054,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[108,1]",0.0890809,0.00108856,0.0897014,0.0658503,0.00338163,0.059292,0.272274,5691.09,4978.66,19.5771,1.00072,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[108,2]",0.363307,0.00254904,0.208896,0.146967,0.141691,0.308138,0.77446,6244.31,5980.96,21.4801,1.00021,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[108,3]",0.374822,0.00347375,0.265396,0.301133,0.0337982,0.32745,0.871679,5384.81,5398.56,18.5235,1.0001,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[109,1]",0.426893,0.00387742,0.285707,0.321784,0.0603806,0.364838,0.944269,5468.98,4390.87,18.813,1.00011,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[109,2]",0.194917,0.00139395,0.114284,0.0929018,0.0574932,0.174113,0.409408,6102.93,5523.88,20.9938,1.00072,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[109,3]",0.0444787,0.00145501,0.094932,0.0204712,0.000880259,0.0174581,0.159881,7641.83,4721.71,26.2875,1.00045,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[110,1]",0.490199,0.00480399,0.317228,0.43667,0.0369871,0.469396,0.970945,4455.24,5311.12,15.3258,1.0002,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[110,2]",0.157464,0.000952947,0.0842783,0.0798873,0.0444838,0.143828,0.312662,7245.67,5584.17,24.9247,1.00005,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[110,3]",0.0799793,0.00192744,0.138357,0.0419534,0.001406,0.0347288,0.306019,7177.22,5138.59,24.6893,1.00008,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[111,1]",0.127531,0.0018529,0.128165,0.075823,0.0101424,0.0905091,0.366925,5917.42,4381.28,20.3556,1.00108,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[111,2]",0.340437,0.00316362,0.229936,0.202348,0.0770926,0.282722,0.785882,4507.61,4733.49,15.506,1.0013,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[111,3]",0.177517,0.0034858,0.217411,0.10478,0.00512282,0.0909557,0.70164,4806.68,4536.89,16.5347,1.00036,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"Omega[1,2]",0.285116,0.00573354,0.160958,0.164268,0.0147118,0.286339,0.541271,806.309,1855.15,2.77366,1.00375,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"Omega[1,3]",-0.545987,0.00426085,0.156333,0.15506,-0.786264,-0.555712,-0.276197,1320.84,2175.91,4.54363,1.00471,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"Omega[2,1]",0.285116,0.00573354,0.160958,0.164268,0.0147118,0.286339,0.541271,806.309,1855.15,2.77366,1.00375,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"Omega[2,3]",-0.403599,0.00314514,0.158256,0.155497,-0.640737,-0.417615,-0.12361,2502.95,4106.52,8.61003,1.00037,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"Omega[3,1]",-0.545987,0.00426085,0.156333,0.15506,-0.786264,-0.555712,-0.276197,1320.84,2175.91,4.54363,1.00471,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"Omega[3,2]",-0.403599,0.00314514,0.158256,0.155497,-0.640737,-0.417615,-0.12361,2502.95,4106.52,8.61003,1.00037,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
