model,n,k,log_likelihood,AIC,AICc,BIC,pseudo_r2_fareri,pseudo_r2_mcfadden,converged,n_starts,n_converged,n_near_best,boundary_parameters,optimizer_message,alpha,kappa,theta,participant_id,heldout_n,heldout_log_loss,heldout_accuracy,heldout_brier,split,theta_stranger
M7_theta10,26,4,-14.766240013679678,37.532480027359355,39.43724193212126,42.56486617944528,-0.041306207841065604,0.18064687537262114,True,100,100,96,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.06075371210474812,1.0351618921136563,0.9529454047093281,sub-10690,15,0.8785275071117208,0.4,0.3217605088699995,chronological_65_percent,0.15935484364790065
M4_theta10,42,3,-5.061700699213331,16.12340139842666,16.754980345795083,21.336410253276767,0.7230815328598532,0.8261311786376364,True,100,100,84,alpha;kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,20.0,0.8336069026512368,sub-10691,42,0.7164191611818926,0.9047619047619048,0.08944885646335084,run_1_to_2,
M5_theta10,42,3,-22.90494127523066,51.80988255046132,52.441461497829735,57.02289140531143,0.11016832589773594,0.21321797167551904,True,100,100,99,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.13511152185926917,10.0,sub-10691,42,0.6322131515578796,0.38095238095238093,0.21731671118634127,run_1_to_2,
M6_theta10,42,3,-12.411147348899053,30.822294697798107,31.453873645166528,36.035303552648216,0.4706289082222438,0.5736785540000269,True,100,100,96,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.24584011891897403,10.0,sub-10691,42,0.6291436696971565,0.6190476190476191,0.1737588076354204,run_1_to_2,
M7_theta10,42,4,-12.411147348899052,32.8222946977981,33.90337577887918,39.77297317093158,0.43627902629631626,0.573678554000027,True,100,100,96,alpha;theta;theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.2458401188973254,10.0,sub-10691,42,0.6291436696677761,0.6190476190476191,0.1737588076329209,run_1_to_2,10.0
M5_theta10,42,3,-17.7454816201951,41.4909632403902,42.12254218775862,46.7039720952403,0.287395155849795,0.3904448016275781,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.08621509519044193,1.4700730569427567,1.0776945242582359,sub-10700,42,0.4106523416488135,0.8333333333333334,0.1314814218126603,run_1_to_2,
M6_theta10,42,3,-25.90768254177181,57.81536508354362,58.446944030912036,63.02837393839373,0.00702451793793682,0.11007416371571987,True,100,100,89,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.04941313981397517,1.2325963075478787,0.498146884571598,sub-10700,42,0.5706714746792982,0.5952380952380952,0.19906298735650213,run_1_to_2,
M7_theta10,42,4,-17.7454816201951,43.4909632403902,44.57204432147128,50.44164171352367,0.25304527392386733,0.3904448016275781,True,100,100,97,theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.08621509352953327,1.4700730582236445,1.077694520278412,sub-10700,42,0.4106523421604132,0.8333333333333334,0.13148142185859532,run_1_to_2,0.0
M4_theta10,41,3,-15.600579076644506,37.201158153289015,37.84980680193766,42.341874353401934,0.3454887026454135,0.4510517544177768,True,100,100,99,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.05564980390711144,4.557020405656197,0.662916716250262,sub-10701,42,0.9607281971334223,0.3333333333333333,0.3498351837869629,run_1_to_2,
M5_theta10,41,3,-13.516707648366573,33.033415296733146,33.68206394538179,38.17413149684607,0.41881531180216414,0.5243783635745274,True,100,100,93,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.1074756552060588,2.6431109088691227,0.7222477718468872,sub-10701,42,1.24492238263257,0.42857142857142855,0.4093161281070196,run_1_to_2,
M6_theta10,41,3,-13.978541577037834,33.95708315407567,34.605731802724314,39.097799354188595,0.40256444549464476,0.508127497267008,True,100,100,94,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.00831691294699044,13.074220785704895,0.47955565372534,sub-10701,42,2.0510399470994045,0.6428571428571429,0.28901685212744227,run_1_to_2,
M7_theta10,41,4,-8.893901525254362,25.787803050508725,26.898914161619835,32.642091317325956,0.546293468580607,0.6870442042770912,True,100,100,91,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.04127952433106518,13.04671423041496,0.6224362544017371,sub-10701,42,3.756697620346733,0.40476190476190477,0.520547223847901,run_1_to_2,0.4314586611661884
M4_theta10,39,3,-18.956744708247886,43.91348941649577,44.599203702210055,48.90417435488471,0.187772135778097,0.2987486773849404,True,100,100,95,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.012762654426739338,5.788734016097053,0.480481022162728,sub-10713,42,0.5788353039091932,0.7142857142857143,0.18854193977175096,run_1_to_2,
M5_theta10,39,3,-22.082768385637625,50.16553677127525,50.85125105698953,55.15622170966419,0.07213370354549041,0.18311024515233376,True,100,100,96,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.07235562065612405,0.895526731768933,0.29506194107316686,sub-10713,42,0.621782256507232,0.7142857142857143,0.21541545231514822,run_1_to_2,
M6_theta10,39,3,-22.32653641081402,50.65307282162804,51.33878710734232,55.643757760016975,0.06311619274935505,0.17409273435619843,True,100,100,99,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.08020107719376934,0.7254630654838905,0.0,sub-10713,42,0.6348206081890277,0.6428571428571429,0.2222056183692501,run_1_to_2,
M7_theta10,39,4,-22.082768385637625,52.16553677127525,53.342007359510546,58.81978335579383,0.035141523009875955,0.18311024515233376,True,100,100,93,theta_stranger,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.07235562626215833,0.8955267111348532,0.2950619347751793,sub-10713,42,0.621782255202862,0.7142857142857143,0.2154154519076089,run_1_to_2,0.0
M4_theta10,42,3,-26.492460528029532,58.984921056059065,59.61650000342748,64.19792991090917,-0.013062536842897748,0.08998710893488537,True,100,100,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.06355017154154165,0.8323594422835713,1.061217076837623,sub-10716,42,0.8822318347594974,0.5476190476190477,0.31973873544297565,run_1_to_2,
M5_theta10,42,3,-27.93059857070402,61.86119714140804,62.49277608877646,67.07420599625814,-0.06246240880195119,0.040587236975831886,True,100,100,81,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.38395431219117165,0.04648946456996194,10.0,sub-10716,42,0.7988414474892332,0.6666666666666666,0.2868790433283692,run_1_to_2,
M6_theta10,42,3,-27.075573210203345,60.15114642040669,60.78272536777511,65.36415527525679,-0.03309238862507921,0.06995725715270384,True,100,100,97,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.06792520024123619,0.03623053601736746,9.792564001739608,sub-10716,42,0.7843330670440596,0.5238095238095238,0.2915453028626732,run_1_to_2,
M7_theta10,42,4,-27.00719518513829,62.01439037027658,63.09547145135766,68.96506884341005,-0.06509349346369414,0.07230603424001669,True,100,100,96,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.11780080986688327,0.09419623366882282,5.0845687637989805,sub-10716,42,0.8060364695637399,0.5238095238095238,0.2980430919397608,run_1_to_2,3.459820070924858
M4_theta10,42,3,-0.0,6.0,6.631578947368421,11.213008854850106,0.8969503542222169,1.0,True,100,100,100,alpha;kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,20.0,4.159886783349413,sub-10718,42,3.0894267666804494,0.9761904761904762,0.023809523809523808,run_1_to_2,
M5_theta10,42,3,-23.038103984671828,52.076207969343656,52.707786916712074,57.28921682419376,0.10559420255149515,0.2086438483292783,True,100,100,98,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.13125695139577875,10.0,sub-10718,42,0.6079044300283725,0.30952380952380953,0.2182421672948443,run_1_to_2,
M6_theta10,42,3,-12.337045232656777,30.674090465313554,31.305669412681976,35.88709932016366,0.47317430716562736,0.5762239529434104,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.14316769358802048,0.30055098207141523,10.0,sub-10718,42,0.4832245295445273,0.6428571428571429,0.13941615278224243,run_1_to_2,
M7_theta10,42,4,-12.337045232656779,32.674090465313554,33.755171546394635,39.62476893844703,0.43882442523969967,0.5762239529434103,True,100,100,100,theta;theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.14316769511623018,0.30055098869230473,10.0,sub-10718,42,0.48322453490385486,0.6428571428571429,0.13941615348541397,run_1_to_2,10.0
M4_theta10,42,3,-27.792963618727928,61.585927237455856,62.21750618482427,66.79893609230596,-0.057734664452691674,0.045314981325091375,True,100,100,47,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,1.5392640355978373,0.6906836883709202,sub-10720,42,0.6046190861840682,0.7380952380952381,0.2067363840598121,run_1_to_2,
M5_theta10,42,3,-25.663772020852463,57.327544041704925,57.95912298907334,62.54055289655503,0.015402815532007888,0.11845246130979104,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.21157798578670964,0.2613071050375631,3.6775820720639985,sub-10720,42,0.6107165347218884,0.7142857142857143,0.19575912546059654,run_1_to_2,
M6_theta10,42,3,-27.792963618727924,61.58592723745585,62.217506184824266,66.79893609230595,-0.05773466445269155,0.0453149813250916,True,100,100,63,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.4761194662243516,0.8931746178883476,sub-10720,42,0.6046190861088986,0.7380952380952381,0.2067363840288658,run_1_to_2,
M7_theta10,42,4,-25.644727577689153,59.289455155378306,60.37053623645939,66.24013362851178,-0.018292892019915085,0.11910663568379576,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.18764161751489647,0.31670621871476273,3.113515559817852,sub-10720,42,0.5944573172357123,0.7380952380952381,0.1889002664321167,run_1_to_2,0.17662217040944306
M4_theta10,41,3,-26.825183682661518,59.650367365323035,60.29901601397168,64.79108356543595,-0.04947913640434646,0.05608391536801671,True,100,100,71,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.08037307787249472,0.8132168159101183,0.6737082866684823,sub-10723,42,0.721355560829632,0.5,0.26005485195700967,run_1_to_2,
M5_theta10,41,3,-27.14976348795406,60.29952697590812,60.94817562455677,65.44024317602104,-0.060900348001133246,0.04466270377122994,True,100,100,95,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.10482510568489371,0.4444982749813658,0.5107812759326485,sub-10723,42,0.7001751605933871,0.5,0.25270692468114153,run_1_to_2,
M6_theta10,41,3,-27.497963869884924,60.99592773976985,61.64457638841849,66.13664393988277,-0.07315271298277466,0.032410338789588544,True,100,100,85,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.10156039247069026,0.40309074820066776,0.1989089149202957,sub-10723,42,0.7021585371634076,0.5,0.2538372084819169,run_1_to_2,
M7_theta10,41,4,-27.149763487954058,62.299526975908115,63.41063808701923,69.15381524272534,-0.09608803192525418,0.04466270377123005,True,100,100,78,theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.10482510360086585,0.4444982959811901,0.5107812504447419,sub-10723,42,0.7001751623073266,0.5,0.2527069254069555,run_1_to_2,0.0
M4_theta10,42,3,-26.91094155103396,59.82188310206792,60.45346204943634,65.03489195691803,-0.0274373105713413,0.07561233520644184,True,100,100,48,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.007865849390970285,5.105233502792858,0.6153384313418815,sub-10741,41,0.7080710521585498,0.4146341463414634,0.25417899415509243,run_1_to_2,
M5_theta10,42,3,-26.851604015563044,59.70320803112609,60.334786978494506,64.9162168859762,-0.025399073234139764,0.07765057254364338,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.12199430050925684,0.24178101033944166,3.1241783460552477,sub-10741,41,0.6667280167971088,0.6585365853658537,0.2279712257353834,run_1_to_2,
M6_theta10,42,3,-29.013413144308846,64.02682628861768,64.65840523598611,69.2398351434678,-0.09965696155295056,0.0033926842248324096,True,100,100,88,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.007068461890781693,10.0,sub-10741,41,0.7040188929031996,0.5121951219512195,0.2554055405840975,run_1_to_2,
M7_theta10,42,4,-26.851604015563048,61.703208031126096,62.784289112207176,68.65388650425957,-0.059748955160067584,0.07765057254364316,True,100,100,100,theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.12199429797621766,0.24178101849973968,3.124178215513097,sub-10741,41,0.666728014291319,0.6585365853658537,0.2279712249441538,run_1_to_2,0.0
M4_theta10,42,3,-20.832805207267356,47.66561041453471,48.29718936190313,52.878619269384814,0.1813459551667315,0.28439560094451455,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.08089293455959866,2.3907421155611095,0.9962446054841372,sub-10748,42,0.46137810337023666,0.8571428571428571,0.1277156779210559,run_1_to_2,
M5_theta10,42,3,-21.86685159209286,49.73370318418572,50.36528213155414,54.94671203903583,0.145826583942043,0.24887622971982615,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.49430930949083646,0.22995853059741958,10.0,sub-10748,42,0.5837134783657163,0.5476190476190477,0.21231631342301382,run_1_to_2,
M6_theta10,42,3,-24.401905061423165,54.80381012284633,55.43538907021475,60.01681897769643,0.05874779659463368,0.16179744237241678,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.43630317841634203,0.10521058949825114,6.725948095803313,sub-10748,42,0.5937316070843872,0.6666666666666666,0.19071354971474322,run_1_to_2,
M7_theta10,42,4,-20.851453344150258,49.702906688300516,50.783987769381596,56.65358516143399,0.14635551194073756,0.28375503964444837,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.47829843198680877,0.25403538905592815,10.0,sub-10748,42,0.5664888149529932,0.6190476190476191,0.19958073394866122,run_1_to_2,1.3813198289105793
M4_theta10,42,3,-9.995036421305235,25.99007284261047,26.62165178997889,31.203081697460576,0.5536220333050351,0.6566716790828182,True,100,100,92,alpha;kappa,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,20.0,0.7151901487723995,sub-10767,42,0.23827853581235306,0.8333333333333334,0.08379628663718984,run_1_to_2,
M5_theta10,42,3,-15.769286635827322,37.53857327165464,38.17015221902306,42.75158212650475,0.3552772202254388,0.4583268660032218,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.07837334332975794,1.0856290074060122,10.0,sub-10767,42,0.3310456425686891,0.8333333333333334,0.10781954676650708,run_1_to_2,
M6_theta10,42,3,-16.31214238848925,38.6242847769785,39.255863724346916,43.8372936318286,0.3366301892186909,0.439679834996474,True,100,100,100,alpha;kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,20.0,0.520685962298224,sub-10767,42,0.398234800820327,0.8333333333333334,0.13586101804153947,run_1_to_2,
M7_theta10,42,4,-9.70424213128478,27.40848426256956,28.48956534365064,34.35916273570303,0.529260900906044,0.6666604286097548,True,100,100,100,alpha;kappa;theta,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2.9044627546512273e-07,20.0,10.0,sub-10767,42,0.23105144784702628,0.9047619047619048,0.08333236542814086,run_1_to_2,0.49999912865765483
M4_theta10,41,3,-24.76001847144359,55.52003694288718,56.16868559153583,60.66075314300011,0.023189244299080668,0.1287522960714439,True,100,100,93,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.05943814634817298,10.0,sub-10770,42,0.6872053490768867,0.6904761904761905,0.23886134854204943,run_1_to_2,
M5_theta10,41,3,-27.531506495036023,61.063012990072046,61.71166163872069,66.20372919018497,-0.07433300027457683,0.03123005149778635,True,100,100,97,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.031458463987348,10.0,sub-10770,42,0.6907437851083011,0.4523809523809524,0.24792794925206924,run_1_to_2,
M6_theta10,41,3,-27.137646586526866,60.27529317305373,60.92394182170238,65.41600937316666,-0.06047398230357338,0.045089069468789766,True,100,100,95,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.02672807365140697,10.0,sub-10770,42,0.6983984309505478,0.5,0.2515706272164224,run_1_to_2,
M7_theta10,41,4,-27.077274849251562,62.154549698503125,63.26566080961424,69.00883796532035,-0.09353732461850096,0.04721341107798327,True,100,100,92,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.032816709577424615,10.0,sub-10770,42,0.6964280454317342,0.5,0.25038926009132456,run_1_to_2,6.499536618385482
M4_theta10,41,3,-14.985899390294076,35.97179878058815,36.6204474292368,41.11251498070108,0.3671178571632904,0.4726809089356535,True,100,100,99,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,5.483711616210851,0.9845032972025904,sub-10781,42,0.3257513460294455,0.9761904761904762,0.10331602826278738,run_1_to_2,
M5_theta10,41,3,-16.71204465535511,39.42408931071022,40.07273795935887,44.56480551082315,0.30637880316920446,0.41194185494156765,True,100,100,100,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.7655468129950631,10.0,sub-10781,42,0.4161331302067805,0.9761904761904762,0.0883406587967552,run_1_to_2,
M6_theta10,41,3,-28.30084027034659,62.60168054069318,63.25032918934183,67.7423967408061,-0.10140407399235585,0.004158977780007289,True,100,100,99,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.18311862623442773,0.6964200661472653,sub-10781,42,0.6619888622987753,0.6428571428571429,0.23451118414575967,run_1_to_2,
M7_theta10,41,4,-16.712044655355108,41.424089310710215,42.53520042182133,48.27837757752745,0.27119111924508355,0.41194185494156776,True,100,100,100,alpha;theta;theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.7655468120406164,10.0,sub-10781,42,0.4161331301840557,0.9761904761904762,0.0883406588726974,run_1_to_2,0.0
M4_theta10,39,3,-12.708261798974958,31.416523597949915,32.1022378836642,36.40720853633886,0.4189171436316226,0.5298936852384659,True,100,100,100,alpha,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,15.997730729724518,0.5263907851113153,sub-10783,42,0.44110012936791926,0.7619047619047619,0.16049447303259268,run_1_to_2,
M5_theta10,39,3,-12.497697240588028,30.995394481176056,31.681108766890343,35.986079419564994,0.4267063857898738,0.5376829273967172,True,100,100,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,3.2664432710491855,0.6343216409696482,sub-10783,42,0.46098593617572614,0.7619047619047619,0.16678150441790146,run_1_to_2,
M6_theta10,39,3,-20.018982838296694,46.03796567659339,46.72367996230767,51.028650614982325,0.148477631099518,0.2594541727063614,True,100,100,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,3.3048156020123045,0.4506219439418357,sub-10783,42,0.41904272503267553,0.8095238095238095,0.1378830738426112,run_1_to_2,
M7_theta10,39,4,-12.497198666525312,32.99439733305063,34.170867921285925,39.64864391756921,0.38973264859599765,0.5377013707384555,True,100,100,99,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,3.3048155670395647,0.6327620292706677,sub-10783,42,0.46007390071623167,0.7619047619047619,0.16652916142397098,run_1_to_2,0.011760779179733637
M4_theta10,41,3,-25.049162163339496,56.09832432667899,56.74697297532764,61.23904052679191,0.013014947459994111,0.11857799923235735,True,100,100,94,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.24048024576096258,0.6314312917729742,0.3984421997330968,sub-10785,42,0.8922335660815464,0.40476190476190477,0.3342760174264661,run_1_to_2,
M5_theta10,41,3,-24.2346645929675,54.469329185935,55.11797783458365,59.61004538604793,0.0416752305232084,0.14723828229557157,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.31191710334725137,0.5819240618412591,0.8804004912119875,sub-10785,42,0.9441232272755306,0.40476190476190477,0.34191984400834463,run_1_to_2,
M6_theta10,41,3,-24.228263948021908,54.456527896043816,55.10517654469246,59.59724409615674,0.04190045439446445,0.14746350616682768,True,100,100,96,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.2161007448854062,0.7832233989940829,0.4966899612063503,sub-10785,42,1.0631942995621155,0.40476190476190477,0.3826166371478318,run_1_to_2,
M7_theta10,41,4,-23.73700082335428,55.47400164670856,56.58511275781967,62.32828991352579,0.023999182024724005,0.16474991772120828,True,100,100,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.20047019495088306,0.9153024269706515,0.8019021040880167,sub-10785,42,1.1469252199670437,0.40476190476190477,0.4016842890604559,run_1_to_2,0.361332804025322
M4_theta10,41,3,-26.082830051727147,58.16566010345429,58.81430875210294,63.30637630356722,-0.023357431479104195,0.08220562029325895,True,100,100,83,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.07766691282150184,0.8182890302706722,0.8781393115471609,sub-10794,42,0.6587858256458301,0.6190476190476191,0.231877008573722,run_1_to_2,
M5_theta10,41,3,-26.1409900822535,58.281980164507,58.93062881315564,63.422696364619924,-0.025403948250282703,0.08015910352208044,True,100,100,96,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.09388139869413556,0.4331286709214322,1.2680188756251567,sub-10794,42,0.6395741470322225,0.6666666666666666,0.22459541368786462,run_1_to_2,
M6_theta10,41,3,-26.854336591578935,59.70867318315787,60.357321831806516,64.84938938327079,-0.050504959748801245,0.05505809202356193,True,100,100,79,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.09996362678604881,0.5724290450337873,0.7385184316222172,sub-10794,42,0.7490487219636955,0.5952380952380952,0.2724419672900595,run_1_to_2,
M7_theta10,41,4,-26.00556809944618,60.01113619889236,61.12224731000347,66.8654244657096,-0.055826446247002066,0.08492428944948216,True,100,100,76,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.09426884592182777,0.5591033400598644,1.1323554848664248,sub-10794,42,0.6700130436261468,0.6190476190476191,0.23909940953547543,run_1_to_2,0.32753826109578627
M4_theta10,42,3,-13.99064730621584,33.98129461243168,34.6128735598001,39.194303467281784,0.4163732711864043,0.5194229169641875,True,100,100,92,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.3185536514629486,0.2419675068134922,10.0,sub-10800,38,0.8976482411069305,0.7368421052631579,0.22336750734067864,run_1_to_2,
M5_theta10,42,3,-26.78919753446382,59.57839506892764,60.20997401629606,64.79140392377775,-0.02325541797696879,0.07979422780081435,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.399151755733917,0.0777010671164483,10.0,sub-10800,38,0.7294454254108572,0.5263157894736842,0.2538567209213469,run_1_to_2,
M6_theta10,42,3,-20.584956926710184,47.16991385342037,47.801492800788786,52.38292270827047,0.18985951433941453,0.2929091601171976,True,100,100,99,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.39383831873958147,0.10836902003961733,10.0,sub-10800,38,0.7582481515709546,0.5789473684210527,0.24423910921343917,run_1_to_2,
M7_theta10,42,4,-20.584673218876638,49.169346437753276,50.25042751883436,56.12002491088675,0.1555193777440706,0.29291890544778143,True,100,100,100,theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.3929860228340887,0.10923626075102232,9.854388326307674,sub-10800,38,0.7573296229846477,0.5789473684210527,0.24423399068193802,run_1_to_2,10.0
M4_theta10,42,3,-12.901213426026668,31.802426852053337,32.434005799421755,37.015435706903446,0.45379519633700766,0.5568448421147907,True,100,100,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0496179192198544,3.232229138810532,1.2190656330501246,sub-10801,42,0.5839600031803099,0.6904761904761905,0.18260270767699865,run_1_to_2,
M5_theta10,42,3,-23.806842187603852,53.613684375207704,54.24526332257612,58.82669323005781,0.07918813604883028,0.18223778182661332,True,100,100,98,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.19609486551582983,0.1139825669065214,10.0,sub-10801,42,0.544963292875722,0.5,0.192323577322666,run_1_to_2,
M6_theta10,42,3,-14.421866053882079,34.843732107764154,35.47531105513257,40.05674096261426,0.4015609581198227,0.5046106038976057,True,100,100,95,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.16108001827645063,0.17624610175790537,10.0,sub-10801,42,0.49278168084747354,0.7142857142857143,0.14856236752617763,run_1_to_2,
M7_theta10,42,4,-13.834171851277661,35.66834370255532,36.7494247836364,42.6190221756888,0.387398302661909,0.5247978303656198,True,100,100,100,theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.15226109808156776,0.3139887717022731,4.599338733080088,sub-10801,42,0.6681768273079494,0.7142857142857143,0.16622583363623877,run_1_to_2,10.0
M4_theta10,42,3,-27.01533865153733,60.03067730307466,60.66225625044308,65.24368615792477,-0.031023338647041255,0.07202630713074187,True,100,100,83,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.01650045821548163,2.5479375035745773,0.7191987525019019,sub-10802,42,0.6335342587420729,0.6190476190476191,0.22263352845586556,run_1_to_2,
M5_theta10,42,3,-27.542445752920685,61.08489150584137,61.71647045320979,66.29790036069147,-0.04912940534187747,0.0539202404359056,True,100,100,92,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.05631565807894192,0.3998225942150105,1.3502873354469123,sub-10802,42,0.6186415843614144,0.6428571428571429,0.2148119243629351,run_1_to_2,
M6_theta10,42,3,-27.759773770562827,61.519547541125654,62.15112648849407,66.73255639597576,-0.056594597087080985,0.04645504869070216,True,100,100,91,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0049863176738429524,0.6942977835604843,0.641655232168593,sub-10802,42,0.6841367868833823,0.5476190476190477,0.2455949871569609,run_1_to_2,
M7_theta10,42,4,-27.084846336117664,62.16969267223533,63.25077375331641,69.12037114536881,-0.06776080133124804,0.06963872637246271,True,100,100,92,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.04206903124028001,0.6974915180231328,1.0218524919421021,sub-10802,42,0.6291849772215103,0.6428571428571429,0.2201783945392308,run_1_to_2,0.4237578333928566
M5_theta10,27,3,-17.253925993449332,40.507851986898665,41.55133024776823,44.39536258491165,-0.0822310588622749,0.07806839012538769,True,100,100,98,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.6760121978586076,0.10543744967712089,10.0,sub-10803,15,1.1482917904459102,0.3333333333333333,0.36519533751668587,chronological_65_percent,
M6_theta10,27,3,-14.510786575130401,35.02157315026081,36.06505141113037,38.90908374827379,0.0643435202220123,0.22464296920967497,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.42115107026843507,0.17098038066988716,5.65935032110597,sub-10803,15,1.7728615779488484,0.3333333333333333,0.494529425146313,chronological_65_percent,
