parameter,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat,run,n_subjects,divergences,chains,warmup_per_chain,draws_per_chain,adapt_delta,max_depth_hits,min_bfmi,passed
"natural[81,3]",0.0505655,0.00180448,0.105032,0.0247431,0.000804598,0.0199497,0.172874,7240.72,4374.8,15.8751,1.0003,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[82,1]",0.879179,0.00132043,0.118335,0.0916622,0.62984,0.918449,0.99537,6569.31,5554.58,14.403,1.0001,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[82,2]",1.39601,0.00247653,0.283765,0.277999,0.973579,1.37356,1.89962,13687.5,7196.78,30.0094,1.00008,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[82,3]",0.00491748,7.64979e-05,0.00730081,0.00265895,8.58556e-05,0.00210206,0.0194544,9617.84,6037.81,21.0868,0.999923,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[83,1]",0.0553429,0.000926231,0.0681622,0.0360503,0.00246497,0.0341536,0.177597,5416.2,5104.19,11.8749,1.00028,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[83,2]",0.475033,0.00372927,0.278469,0.213662,0.16091,0.408775,1.028,5355.19,4972.01,11.7411,1.00009,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[83,3]",0.398503,0.00384252,0.276753,0.328981,0.0200922,0.361126,0.893305,5005.48,4517.17,10.9744,1.00082,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[84,1]",0.717143,0.00261974,0.222978,0.238979,0.295889,0.766143,0.985308,7068.06,5415.94,15.4965,1.00031,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[84,2]",0.378317,0.00191892,0.175447,0.171403,0.125641,0.360001,0.691643,7304.3,4196.01,16.0145,0.999906,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[84,3]",0.0263944,0.000800257,0.0529836,0.0137986,0.000453999,0.0109467,0.096327,8880.93,5955.2,19.4712,0.999997,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[85,1]",0.795297,0.00340813,0.162278,0.144164,0.465145,0.835212,0.978794,2778.62,2364.52,6.09204,1.00099,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[85,2]",0.506686,0.00354485,0.184836,0.18945,0.214409,0.502368,0.826089,2626.38,2562.39,5.75827,1.00126,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[85,3]",0.194956,0.0019293,0.0946624,0.0807963,0.0203133,0.196504,0.345478,2329.38,1727.57,5.1071,1.0014,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[86,1]",0.467027,0.00459616,0.281245,0.331751,0.0996008,0.410629,0.955272,4146.43,5282.04,9.09094,1.00176,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[86,2]",0.273556,0.00190274,0.140586,0.117933,0.0961769,0.248376,0.548916,4961.74,4339.36,10.8785,1.00129,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[86,3]",0.0548247,0.00105831,0.077443,0.0373245,0.00141122,0.0320372,0.17601,6431.99,5636.93,14.102,1.00068,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[87,1]",0.630085,0.00299472,0.231631,0.266491,0.233383,0.63914,0.971414,5528.53,4252.54,12.1211,1.00083,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[87,2]",0.361052,0.002104,0.176379,0.165797,0.11774,0.338149,0.68008,5824.87,3915.3,12.7709,1.00033,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[87,3]",0.0213376,0.00117023,0.0540045,0.0107757,0.000534734,0.00907783,0.0705726,7117.21,4475.64,15.6043,1.00025,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[88,1]",0.44123,0.00262719,0.135334,0.105534,0.271874,0.415769,0.705272,4384.66,2109.54,9.61325,1.0006,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[88,2]",1.1103,0.00561687,0.365324,0.361537,0.574912,1.08163,1.76446,3546.67,3081.29,7.77599,1.00078,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[88,3]",0.0466452,0.000369081,0.02446,0.024157,0.00484221,0.0472009,0.0866512,4074.52,2820.33,8.93328,1.00095,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[89,1]",0.745197,0.0022931,0.197845,0.22189,0.368912,0.78465,0.986761,6123.23,4848.73,13.425,1.00013,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[89,2]",0.395689,0.00103284,0.11189,0.113184,0.219556,0.39102,0.584835,11347.5,5075.71,24.879,1.00097,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[89,3]",0.0108536,0.000159477,0.0151841,0.00686738,0.000343992,0.00586018,0.0376091,9760.71,5670.98,21.4001,1.0006,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[90,1]",0.0373394,0.000395565,0.0364889,0.0277448,0.00179692,0.0258513,0.11124,6621.82,5060.43,14.5182,1.00101,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[90,2]",0.334291,0.00170238,0.134726,0.096096,0.180111,0.305859,0.587667,8547.41,5131.13,18.74,1.00141,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[90,3]",0.416549,0.0030458,0.241008,0.255682,0.0745205,0.382998,0.873123,5971.2,4220.43,13.0917,1.00068,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[91,1]",0.779705,0.00205974,0.158882,0.189008,0.494749,0.800389,0.989898,5118.11,4405.65,11.2213,1.00077,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[91,2]",1.72744,0.00390625,0.387458,0.367365,1.17472,1.68336,2.43847,10328.5,6563.62,22.645,1.00032,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[91,3]",0.00570922,8.62238e-05,0.00807824,0.00322008,0.000116598,0.00260871,0.0218486,8767.09,6546.02,19.2216,1.00075,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[92,1]",0.105924,0.00210978,0.122664,0.0664995,0.00568405,0.07738,0.306406,5349.76,3787.49,11.7292,1.00017,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[92,2]",0.428913,0.00559677,0.368306,0.25345,0.0759465,0.308278,1.19781,3830.38,5526.46,8.398,1.00122,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[92,3]",0.180823,0.00393529,0.245547,0.0855123,0.00312467,0.0676944,0.799064,4036.34,5625.37,8.84956,1.00069,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[93,1]",0.237151,0.00228115,0.125061,0.128767,0.0365833,0.233828,0.452567,2759.79,2804.98,6.05077,1.00102,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[93,2]",0.961791,0.00835976,0.566507,0.517754,0.26489,0.846108,2.06729,3687.77,4492.52,8.08534,1.00089,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[93,3]",0.324306,0.00292498,0.213676,0.201129,0.045616,0.276803,0.748565,4739.94,3624.12,10.3922,1.00061,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[94,1]",0.461353,0.00422353,0.276218,0.322209,0.0537612,0.425782,0.940696,4187.57,4043.07,9.18113,1.00078,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[94,2]",0.234486,0.00180145,0.14323,0.123327,0.0616394,0.20605,0.506776,5837.67,5017.42,12.7989,1.00008,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[94,3]",0.119893,0.00194789,0.15087,0.0838345,0.00226537,0.0679059,0.419735,6337.77,5462.29,13.8954,1.00068,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[95,1]",0.519268,0.00446965,0.262921,0.318704,0.161358,0.475459,0.96366,3719.21,4153.47,8.15426,1.00098,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[95,2]",0.338733,0.00195853,0.156278,0.134874,0.134921,0.311956,0.636823,5897.66,5554.18,12.9305,1.00034,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[95,3]",0.0252257,0.000433585,0.0342359,0.0170407,0.000751328,0.014504,0.0834757,8283.93,6127.68,18.1623,1.00006,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[96,1]",0.383076,0.00386807,0.200245,0.14509,0.172803,0.318812,0.842159,3436.65,3240.32,7.53476,1.00217,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[96,2]",0.885234,0.00404541,0.319646,0.309651,0.452556,0.837533,1.47843,5344.46,5478.97,11.7176,1.0012,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[96,3]",0.0206866,0.000300543,0.0233533,0.0141872,0.000628813,0.0119375,0.0702448,5912.59,5870.44,12.9632,1.00019,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[97,1]",0.693182,0.00294563,0.224766,0.258099,0.275053,0.729837,0.9816,5624.94,5680.28,12.3325,1.00132,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[97,2]",0.365236,0.00137201,0.126803,0.120906,0.182201,0.353547,0.588302,8172.68,5719.32,17.9184,1.00041,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[97,3]",0.0397661,0.000534237,0.0459058,0.0282733,0.000706173,0.0222386,0.132201,6410.89,5461.24,14.0557,1.00008,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[98,1]",0.673607,0.00324704,0.231587,0.280643,0.264232,0.707187,0.978918,4499.25,5394.82,9.86449,1.00177,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[98,2]",0.358344,0.00128067,0.12009,0.112739,0.182861,0.348075,0.566945,8084.6,4824.33,17.7253,1.00108,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[98,3]",0.0289419,0.000353488,0.0340474,0.0204444,0.000677907,0.0166155,0.0977044,7999.11,4425.47,17.5378,1.00106,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[99,1]",0.0867213,0.00193642,0.108186,0.0508658,0.00381557,0.0564014,0.27238,3500.66,3735.66,7.6751,1.00063,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[99,2]",0.299525,0.00510296,0.251862,0.171142,0.0578083,0.207651,0.820127,2190.5,4814.34,4.80261,1.00254,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[99,3]",0.220454,0.00593204,0.280581,0.106705,0.00254023,0.0780095,0.874575,2009.87,4785.63,4.40658,1.00107,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[100,1]",0.827238,0.00158515,0.148433,0.141884,0.53326,0.865255,0.991209,7079.87,4670.77,15.5224,1.00094,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[100,2]",0.609826,0.00180752,0.197632,0.195837,0.307723,0.598746,0.953676,10995.1,4850.28,24.1064,1.00162,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[100,3]",0.00980193,0.000257223,0.0167968,0.00572358,0.000207136,0.00459222,0.0363511,9485.21,5786.65,20.7961,1.00004,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[101,1]",0.0651316,0.000883061,0.0492775,0.0205189,0.0151139,0.057849,0.13178,4482.64,2177.83,9.82806,1.0067,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[101,2]",0.949966,0.0202109,0.659846,0.795169,0.0938323,0.913137,2.10679,1004.73,3001.87,2.20284,1.00942,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[101,3]",0.0995248,0.00668372,0.215445,0.0134576,0.000605195,0.0110345,0.68142,1057.68,2996.36,2.31894,1.00518,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[102,1]",0.29387,0.00486512,0.254633,0.231276,0.0115813,0.21333,0.81934,2948.4,4574.58,6.46428,1.00248,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[102,2]",0.239144,0.00195618,0.150744,0.13049,0.0622601,0.204594,0.534214,5154.71,5731.21,11.3016,1.00081,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[102,3]",0.267602,0.0033721,0.243675,0.217076,0.00858784,0.192917,0.786842,4847.24,5127.86,10.6274,1.00082,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[103,1]",0.201985,0.0050103,0.211053,0.0778337,0.0359456,0.118848,0.749396,2583.77,2846.46,5.66484,1.00132,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[103,2]",0.361133,0.00648613,0.311012,0.228166,0.0531718,0.261183,0.983808,1790.76,3991.25,3.92619,1.0021,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[103,3]",0.0732217,0.003365,0.161923,0.0209509,0.00109523,0.0174874,0.402006,2344.73,3174.91,5.14076,1.00181,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[104,1]",0.0631009,0.00141743,0.0826225,0.0418136,0.0025119,0.0388643,0.199608,4842.55,5121.63,10.6172,1.00058,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[104,2]",0.231517,0.00214818,0.150917,0.108975,0.0710049,0.188495,0.535067,4533.65,5780.08,9.9399,1.00018,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[104,3]",0.285157,0.00462756,0.280218,0.192429,0.0123337,0.16775,0.887887,3493.8,4704.37,7.66007,0.999897,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[105,1]",0.155844,0.00447253,0.209836,0.0885389,0.0031135,0.0733955,0.681714,2533.54,3372.7,5.55471,1.00205,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[105,2]",0.144758,0.00118331,0.0906662,0.0719923,0.0424201,0.12267,0.319429,5542.03,5411.08,12.1508,1.00027,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[105,3]",0.259659,0.00406045,0.260906,0.182237,0.00856979,0.161503,0.862192,4341.16,5262.75,9.51787,1.00178,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[106,1]",0.668851,0.00350981,0.27395,0.285196,0.11898,0.738682,0.98687,6468.76,4319.92,14.1826,1.0009,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[106,2]",0.250642,0.00137566,0.133548,0.132754,0.0662326,0.233384,0.495183,7796.54,4699.77,17.0937,1.0,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[106,3]",0.0433189,0.00130171,0.0931856,0.0172136,0.000398997,0.0129913,0.184493,8263.97,5567.04,18.1185,1.00036,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[107,1]",0.156781,0.00318428,0.191062,0.101035,0.00483401,0.0888279,0.580699,5893.8,3242.45,12.922,1.00112,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[107,2]",0.267303,0.00190553,0.16443,0.13861,0.0757247,0.230013,0.587677,6735.6,5395.61,14.7676,1.00037,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[107,3]",0.25639,0.00310645,0.254842,0.197816,0.00648242,0.165664,0.813838,6124.57,5146.97,13.428,1.0008,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[108,1]",0.0900693,0.00122931,0.0914254,0.0667085,0.00371858,0.060615,0.277338,4706.4,5265.57,10.3187,1.00049,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[108,2]",0.357515,0.00290738,0.204492,0.140404,0.142586,0.302874,0.76471,5532.84,5885.29,12.1306,1.00027,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[108,3]",0.3831,0.0038863,0.265684,0.301409,0.0327337,0.336864,0.873372,4321.79,4860.81,9.4754,1.00039,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[109,1]",0.422215,0.00475071,0.285687,0.313983,0.0641062,0.355392,0.949444,3829.29,4366.75,8.39562,1.00212,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[109,2]",0.197082,0.00156325,0.114076,0.0958357,0.0572621,0.176952,0.40689,4897.01,4108.69,10.7366,1.00175,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[109,3]",0.0465475,0.00185521,0.10426,0.0202757,0.000905089,0.0174396,0.167589,5775.54,3732.21,12.6627,1.00045,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[110,1]",0.482281,0.00593154,0.315076,0.427111,0.036016,0.456941,0.967827,2833.61,3953.87,6.21261,1.00212,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[110,2]",0.157334,0.00101285,0.0829956,0.0785896,0.0454107,0.145044,0.309469,5975.18,4710.26,13.1004,0.999737,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[110,3]",0.0783708,0.00210135,0.134002,0.0423959,0.00145596,0.0347261,0.288613,6661.3,4511.03,14.6047,1.00005,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[111,1]",0.127413,0.00227544,0.128543,0.0744372,0.0113566,0.0902617,0.365276,3968.92,3940.72,8.70175,1.00106,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[111,2]",0.338385,0.00346066,0.228095,0.200089,0.0770029,0.282705,0.792265,3544.42,4433.66,7.77103,1.00003,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"natural[111,3]",0.171383,0.00374038,0.209273,0.102284,0.00580087,0.0905191,0.680993,3380.86,4310.55,7.41245,1.00071,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"Omega[1,2]",0.289989,0.00841751,0.162942,0.163277,0.00718637,0.296272,0.547755,424.613,1248.16,0.930952,1.02426,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,False
"Omega[1,3]",-0.55438,0.00476654,0.154718,0.154905,-0.80147,-0.560484,-0.287857,1065.91,1598.49,2.33699,1.00408,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"Omega[2,1]",0.289989,0.00841751,0.162942,0.163277,0.00718637,0.296272,0.547755,424.613,1248.16,0.930952,1.02426,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,False
"Omega[2,3]",-0.406323,0.00371861,0.157959,0.15897,-0.649506,-0.414921,-0.12987,1763.71,2768.42,3.86688,1.00284,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"Omega[3,1]",-0.55438,0.00476654,0.154718,0.154905,-0.80147,-0.560484,-0.287857,1065.91,1598.49,2.33699,1.00408,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
"Omega[3,2]",-0.406323,0.00371861,0.157959,0.15897,-0.649506,-0.414921,-0.12987,1763.71,2768.42,3.86688,1.00284,H8_full_age_attempt99_short,111,0,4,2000,2000,0.99,0,0.7362529883240674,True
